gene,n_protein,mean_difference_protein,ci_low_protein,ci_high_protein,p_value_protein,q_value_protein,sd_difference_protein,median_difference_protein,missing_pairs_protein,status_protein,n_rna,mean_difference_rna,ci_low_rna,ci_high_rna,p_value_rna,q_value_rna,sd_difference_rna,median_difference_rna,missing_pairs_rna,status_rna,same_direction
HTRA1,72,0.3593475766410331,0.15006793601672436,0.5686272172653419,0.0010293401953370342,0.0014609379233012398,0.8905953224315816,0.3467407152580506,0,tested,72,0.7684227785448879,0.5953281199901685,0.9415174370996073,4.4120482119506403e-13,1.2386696700168526e-12,0.7366091263672533,0.7480037315855697,0,tested,True
HTRA2,28,-0.11415063840968677,-0.3049933694800976,0.07669209266072403,0.2303104943635709,0.25877342781967116,0.49216775155760106,-0.1155821310848546,44,tested,72,0.3616664046756205,0.2903006784746275,0.4330321308766135,2.2116592889252593e-15,7.29862918759351e-15,0.30369882969473516,0.3953547826398749,0,tested,False
HTT,72,-0.16488785048258617,-0.20348410560573946,-0.12629159535943288,1.8281488033069184e-12,4.934575448904577e-12,0.16424743550550436,-0.17115703327220017,0,tested,72,-0.4014412106166077,-0.47045390437703105,-0.33242851685618435,4.7478932987097425e-18,1.915984530453433e-17,0.2936854347995143,-0.3486038131387199,0,tested,True
HUS1,68,0.1704776858345116,0.11247947324438923,0.22847589842463395,1.5085648730839345e-07,2.8796482822776095e-07,0.2396109777034249,0.143094231108051,4,tested,72,0.037823794402201245,-0.012979462239142314,0.0886270510435448,0.14209706600489075,0.1670773998319934,0.21619466945804922,0.03880229533539992,0,tested,True
HUWE1,72,-0.04753073336960389,-0.0802044451817212,-0.014857021557486562,0.0049546213710429995,0.006639470577758036,0.1390438879746873,-0.05017943124444625,0,tested,72,-0.46058140896712046,-0.5230896030828106,-0.39807321485143027,3.215037745145289e-23,2.0480382822089673e-22,0.2660053559295568,-0.49762613863144045,0,tested,True
HVCN1,64,1.1379396141315778,1.0413935048778962,1.2344857233852595,6.186922666290242e-33,1.6731373345253367e-31,0.38650513143028903,1.1532847316792019,8,tested,72,1.0124389777946237,0.9116432570233284,1.113234698565919,6.306502444879831e-31,9.837419523329778e-30,0.42893898886793325,1.013075507027425,0,tested,True
HYAL1,72,-0.8126694360035991,-0.9632146810649218,-0.6621241909422764,1.4326932042581596e-16,5.091821083358879e-16,0.640649471042511,-0.7605222832834001,0,tested,72,-1.5498190851407068,-1.7362441308745848,-1.3633940394068287,4.126770897644507e-26,3.5717136376290534e-25,0.7933369591967868,-1.4999486823435502,0,tested,True
HYAL2,62,0.3757962704859954,0.2827492710187426,0.4688432699532482,3.254873195057337e-11,8.055289286139681e-11,0.36639536158510333,0.32183832192175077,10,tested,72,0.4391575883253012,0.24101014493551637,0.6373050317150861,3.4832369373601626e-05,5.739990498648365e-05,0.8432219479557981,0.39214683242229054,0,tested,True
HYKK,50,-0.8776170229187925,-1.0279917022735146,-0.7272423435640704,7.815794548053961e-16,2.631404922839778e-15,0.529121545319074,-0.9228249229756005,22,tested,72,-1.6538764634612586,-1.7464084348653128,-1.5613444920572044,4.794214267478439e-47,8.519811616458179e-45,0.3937723739489805,-1.727448605678465,0,tested,True
HYOU1,72,0.19552587305435934,0.12991734336556676,0.2611344027431519,9.527239977546819e-08,1.8499477200450403e-07,0.2791989200580901,0.21048671903405294,0,tested,72,0.134468833689503,0.01936946630986454,0.24956820106914146,0.022682057287430456,0.029306198227933015,0.4898085542260509,0.11477535264221483,0,tested,True
HYPK,72,0.31983620717573624,0.28035592244665797,0.3593164919048145,1.7703611353608177e-25,1.3941941343073066e-24,0.1680094480432705,0.32337663010889794,0,tested,72,0.1730718279792685,0.10514530582526925,0.24099835013326776,2.925179901790819e-06,5.191068206491127e-06,0.28906320136508384,0.13146018415124527,0,tested,True
IAH1,72,0.11070411344132504,0.045940565992757795,0.1754676608898923,0.0010804063338617747,0.0015290896808626301,0.27560307466941536,0.1050392827615031,0,tested,72,0.4377230150093011,0.36557405070847293,0.5098719793101293,6.441905990749007e-19,2.7960018811707913e-18,0.3070319211793273,0.41239289258249,0,tested,True
IARS,72,-0.02494289294704797,-0.07556600179459658,0.02568021590050064,0.3292138307040251,0.3618935426156989,0.21542804551879957,-0.02610858448174911,0,tested,72,0.21358103098949266,0.12639791252036728,0.30076414945861807,6.185031734415763e-06,1.073460920316865e-05,0.37101018174523137,0.20467771835852977,0,tested,False
IARS2,72,-0.5900371312022967,-0.6813690693675472,-0.49870519303704625,2.950710637592619e-20,1.3699435366481604e-19,0.3886655991759886,-0.5855750569442988,0,tested,72,0.01732716854903403,-0.06467507553164138,0.09932941262970944,0.6747923740016366,0.7027316387338365,0.34896282691083486,-0.03120565443023482,0,tested,False
IBA57,72,-0.6248690497341776,-0.7077258142194393,-0.5420122852489159,9.174475618954397e-24,6.067733281804183e-23,0.3525992622228251,-0.6557824366925015,0,tested,72,-0.3318307313506776,-0.4154071534404864,-0.24825430926086878,2.3861496156787177e-11,5.967727862966042e-11,0.35566178514407076,-0.36122101282860997,0,tested,True
IBTK,68,0.07617554555690745,0.026031146431663453,0.12631994468215144,0.0034508744949600973,0.004677468766270556,0.2071641170334406,0.08565911543890066,4,tested,72,0.11654883430606386,0.04740100092864977,0.18569666768347795,0.001253974680612287,0.0018257525690538005,0.29426052519248386,0.10381152046840025,0,tested,True
ICAM1,72,1.3933250907151207,1.2838365128100457,1.5028136686201956,2.463890939226292e-37,2.0429932060543298e-35,0.4659316838038344,1.356564850470299,0,tested,72,1.855795087571185,1.6923991545057475,2.0191910206366224,3.293761199677401e-34,8.123329340060413e-33,0.6953359307112634,1.8702574260258251,0,tested,True
ICAM2,72,0.48375589045296646,0.3697917604988337,0.5977200204070992,2.3065549705016716e-12,6.189266119027353e-12,0.4849775198359468,0.5966006080140001,0,tested,72,0.8489164657026902,0.6886055029006717,1.0092274285047087,3.341218148000945e-16,1.1698262398128885e-15,0.6822077540847864,0.9143293698064301,0,tested,True
ICAM3,72,1.0334679317551725,0.8854959360404415,1.1814399274699035,5.4762261313992935e-22,2.9302920947375527e-21,0.6296989369882271,1.0643961126659536,0,tested,72,0.9141998958271547,0.8132111230575974,1.015188668596712,3.0645673136613325e-28,3.339412462422363e-27,0.42976052700764567,0.8744763015984303,0,tested,True
ICE1,40,-0.03471656652058562,-0.14998397273811082,0.08055083969693956,0.5459247200863317,0.5788694479630275,0.3604184307314822,-0.012080920779901354,32,tested,72,-0.05590201861853153,-0.11295351614630067,0.0011494789092376043,0.054668798107524674,0.06767314602008864,0.24278423206565056,-0.07749157492871506,0,tested,True
ICE2,48,-0.0678188753535565,-0.15030634066482024,0.014668589957707215,0.104792732542028,0.12236795688945147,0.2840773547713638,-0.01285057727285185,24,tested,72,0.06795845990926755,0.004605868402402555,0.13131105141613253,0.035883721531812546,0.04535641541829473,0.2695987124768557,0.07585266054110495,0,tested,False
ICMT,68,-0.19978883662771607,-0.29056492657784205,-0.10901274667759009,4.076103993409756e-05,6.483124820209271e-05,0.3750278964415555,-0.23609961672814683,4,tested,72,-0.7074452739045001,-0.7962337752419089,-0.6186567725670913,4.47313801847958e-25,3.453378782841625e-24,0.37784193312314807,-0.7495745490948948,0,tested,True
ICOSLG,34,-0.011959825567941484,-0.1921692689794779,0.16824961784359493,0.8934137874877911,0.9031083479378456,0.5164830153142072,0.01899022623969951,38,tested,72,-0.11945053558092261,-0.15864388492898313,-0.0802571862328621,5.495784113477481e-08,1.0935782222454405e-07,0.16678838656107264,-0.0694031628491345,0,tested,True
IDE,72,-0.08265098253809564,-0.13838869471998896,-0.0269132703562023,0.004218679391477915,0.00567905680057667,0.23719338204208534,-0.0869527456579996,0,tested,72,0.14455340473044961,0.0784012434000573,0.21070556606084193,4.359456179057072e-05,7.124629071316735e-05,0.28151235960572235,0.10707629365274518,0,tested,False
IDH1,72,-0.7926219976628412,-0.9044501185569461,-0.6807938767687364,2.5295192630355084e-22,1.4107096590347558e-21,0.4758876739634223,-0.837030978549846,0,tested,72,-0.7772430983468486,-0.9707435305084614,-0.5837426661852357,1.608037839772232e-11,4.0660690855410894e-11,0.8234464626254955,-0.9046486348338352,0,tested,True
IDH2,31,-0.17741360780984247,-0.4831948284258035,0.12836761280611855,0.24535041318146034,0.2746402650284047,0.8336389093018689,-0.09647094915950359,41,tested,72,-0.9579740188229291,-1.069692541814792,-0.8462554958310662,7.067586751357287e-27,6.676113366967652e-26,0.47542127704686654,-0.9178950705156601,0,tested,True
IDH3A,72,-0.6023698503629996,-0.6860818693474176,-0.5186578313785817,1.1387060675958529e-22,6.596211302649648e-22,0.3562388214946438,-0.6251572149373015,0,tested,72,-0.4751731625673007,-0.5393333433762474,-0.411012981758354,2.443820283015914e-23,1.5773673686879703e-22,0.2730354311788478,-0.4678061485160099,0,tested,True
IDH3B,72,-0.5999032370446542,-0.6835178804961831,-0.5162885935931253,1.330665786557464e-22,7.659535190207135e-22,0.35582443721028856,-0.6321043793075045,0,tested,72,-0.0935866221275271,-0.1671552617440017,-0.02001798251105251,0.013397221193154812,0.01776114906141245,0.31307338890984593,-0.12296791296278053,0,tested,True
IDH3G,72,-0.41108523511567446,-0.48876690338781853,-0.3334035668435304,3.439685593027496e-16,1.1867388430139226e-15,0.33057649657401705,-0.4459865236514024,0,tested,72,-0.611450231208739,-0.6817748583036062,-0.5411256041138718,3.1843993341940747e-27,3.0972559253043644e-26,0.29926840353700024,-0.6407013883294304,0,tested,True
IDNK,72,-1.2421881206716057,-1.3722812249620233,-1.112095016381188,1.3167534602341117e-29,1.8528734174654757e-28,0.5536148180301884,-1.2082010638285459,0,tested,72,-1.3833313152169926,-1.5747300204773367,-1.1919326099566485,9.013597500737747e-23,5.4845938072489045e-22,0.8145025054315956,-1.4674869881948451,0,tested,True
IDO1,68,1.699701296949188,1.4993908646457623,1.9000117292526137,6.5955756787311e-26,5.415172731972923e-25,0.827552719040066,1.6033350338830494,4,tested,72,3.0667858753940767,2.7930478144061004,3.340523936382053,7.731555622710712e-34,1.8262798778365738e-32,1.164899920317741,3.1018107003845383,0,tested,True
IDS,72,0.22292476063713063,0.13071172887778915,0.3151377923964721,7.8921489210766e-06,1.3230063512976029e-05,0.3924151174338613,0.1949034844739524,0,tested,72,0.3381154413168188,0.25083894905001625,0.4253919335836214,5.4139848696758486e-11,1.3211874011407374e-10,0.3714075365342635,0.33838563001653,0,tested,True
IDUA,72,-0.08237258919033325,-0.16316323718061065,-0.0015819412000558225,0.045794031387498324,0.05560347536134221,0.3438068461017799,-0.08409149169665045,0,tested,72,0.11754801325583925,0.027664577859417477,0.207431448652261,0.011105357640953996,0.014854275150727366,0.38250145541790626,0.11561674860566495,0,tested,False
IER3IP1,72,0.04509471592133231,-0.07284502215201907,0.1630344539946837,0.4483515278630788,0.4830141607484451,0.501895830591044,0.06901562824365245,0,tested,72,-0.43726567203234645,-0.5306702874580922,-0.34386105660660077,5.674254794723333e-14,1.6932824061780318e-13,0.3974859348168599,-0.4345265207596849,0,tested,False
IFFO1,30,0.3187399813250874,0.13281248127180556,0.5046674813783693,0.0014998525804912333,0.0020900029083428533,0.4979229898777196,0.4934367050102502,42,tested,72,0.6587182263028484,0.5897817724192748,0.727654680186422,1.2606453167285161e-29,1.6240630553924615e-28,0.2933609938863775,0.6555623405834001,0,tested,True
IFI16,72,0.9479141737097874,0.8508748585668858,1.044953488852689,3.378523804522224e-30,5.304652477429026e-29,0.4129535003998564,0.9739574658863025,0,tested,72,1.7338273140402651,1.58152685485096,1.8861277732295703,2.8457713850602488e-34,7.082767393575999e-33,0.6481188335069333,1.8002780469544801,0,tested,True
IFI30,72,0.29775937437394684,0.21178635986196312,0.38373238888593053,1.7466949838555084e-09,3.823825174126624e-09,0.3658605507506857,0.2895577861592019,0,tested,72,1.6159434463924383,1.4185359640835922,1.8133509287012843,9.875791410517905e-26,8.157609629496003e-25,0.8400730230269347,1.625822365004625,0,tested,True
IFI35,72,0.9936667778315191,0.9228545918617741,1.0644789638012642,4.449479633475051e-40,9.110536563807181e-38,0.30134322386869045,0.976728631162354,0,tested,72,0.8560234221675901,0.7466380981760917,0.9654087461590884,1.2114865360337166e-24,8.946181158322765e-24,0.4654922839072192,0.85469380579972,0,tested,True
IFI44,27,0.9102824104640933,0.7611808703233625,1.0593839506048242,1.5446163109165084e-12,4.18728328760479e-12,0.376912300289441,0.9310780260922981,45,tested,72,1.5399259468336757,1.404311862284512,1.6755400313828392,3.3384823696038213e-34,8.212321120053902e-33,0.5771095028404652,1.56343952488824,0,tested,True
IFIH1,72,0.6901143753238893,0.6280427263139081,0.7521860243338705,1.2441201739689003e-33,3.9129334499780486e-32,0.2641476261092312,0.696749327462699,0,tested,72,0.8603096224976974,0.7818635611714712,0.9387556838239236,2.9088196439490386e-33,6.228739361451685e-32,0.3338293924430752,0.8784347235381749,0,tested,True
IFIT1,72,0.52845663193105,0.4369335683722222,0.6199796954898777,6.707500980234446e-18,2.6256869814550212e-17,0.3894789385959631,0.47204572438199577,0,tested,72,0.10573833018479532,-0.08149883426999106,0.2929754946395817,0.26394104071210667,0.2975008233041321,0.7967929529663791,0.14748979822066532,0,tested,True
IFIT2,72,0.6291726485350944,0.5410988900773209,0.7172464069928678,1.67221340716785e-22,9.468011915414808e-22,0.37480032495024773,0.5774351821229011,0,tested,72,0.9041133075128666,0.7607692590597119,1.0474573559660212,9.70588887497396e-20,4.497014545751214e-19,0.610004578897184,0.8723110407344947,0,tested,True
IFIT3,72,0.8048489529288734,0.715172016492856,0.8945258893648907,5.062766120565151e-28,5.503221287933928e-27,0.3816226933573708,0.7724349350899504,0,tested,72,1.052049432488277,0.8999840383267214,1.2041148266498327,8.968177677630208e-22,4.941463301655706e-21,0.6471185077535226,1.0223660949697002,0,tested,True
IFIT5,72,0.3975601832083561,0.34432094814848346,0.4507994182682288,1.566148536140503e-23,1.0085473853079376e-22,0.22656104326590962,0.40944704130985154,0,tested,72,0.15002503487019941,0.026378308555083663,0.27367176118531517,0.01811339515224321,0.023657271022728528,0.5261820775385506,0.16346021773534503,0,tested,True
IFITM1,64,0.03555635682562961,-0.11032924057616084,0.18144195422742004,0.6279126325919736,0.6580162359301516,0.5840269735718532,0.10581338716620262,8,tested,72,0.8626626169576693,0.6753452482791577,1.049979985636181,1.0795568076696544e-13,3.1668887222830113e-13,0.7971342642677359,0.9066384855816354,0,tested,True
IFITM2,35,0.40159899369152535,0.24634616580861426,0.5568518215744365,7.970311903669039e-06,1.3356629251630444e-05,0.4519574844935843,0.39710350097569974,37,tested,72,0.7362755649032102,0.5823325727850124,0.8902185570214081,2.4127584138420647e-14,7.396195589103153e-14,0.6551086779994402,0.8036314860196798,0,tested,True
IFITM3,72,0.6714110455926118,0.5891313356647352,0.7536907555204884,1.1787536404222924e-25,9.423454401877975e-25,0.3501435905289045,0.6977598900018496,0,tested,72,1.1918790067734097,1.0699684403953527,1.3137895731514668,3.2104605083338104e-30,4.5019842600270954e-29,0.5187938007127451,1.1879530511134746,0,tested,True
IFNGR1,72,0.5969256504097085,0.5270748847465049,0.666776416072912,8.590356431538232e-27,7.863781576425463e-26,0.29725187305528966,0.6436651866080965,0,tested,72,1.2499332482149872,1.1430196439803586,1.3568468524496158,5.369032331233062e-35,1.512476293013284e-33,0.4549738118415031,1.2862282955575943,0,tested,True
IFRD2,49,-0.017626810505496054,-0.11015112590976908,0.07489750489877697,0.7033767518531453,0.7288008831294647,0.32212225784617343,-0.05661263350000198,23,tested,72,-0.5741035386033614,-0.6646165945538542,-0.48359048265286847,7.357738673694664e-20,3.4553568999828115e-19,0.38518082317049696,-0.5685139777737249,0,tested,True
IFT122,35,0.46103803249377406,0.2654995712746775,0.6565764937128706,3.194785195394748e-05,5.13180913631052e-05,0.5692332452776969,0.300090949556399,37,tested,72,-0.14312458330235878,-0.22739467714056946,-0.05885448946414809,0.0011570905802462418,0.0016894784138356976,0.3586137245328556,-0.062326953679339825,0,tested,False
IFT140,72,-0.08043960430593017,-0.12859338783754062,-0.03228582077431972,0.0013764802090298392,0.0019274565160078683,0.20491976306296203,-0.0847201174182999,0,tested,72,-0.25967771072098317,-0.3430948684801965,-0.17626055296176985,3.219022088780256e-08,6.522078318397077e-08,0.3549840313624061,-0.2876526123997598,0,tested,True
IFT172,72,-0.042679817478640254,-0.0975070249146461,0.012147389957365605,0.1250680142398246,0.14472980240693892,0.23331870381098677,-0.04995040633774804,0,tested,72,-0.2907594732460617,-0.36157236972380863,-0.2199465767683148,7.51903469363685e-12,1.9415323832089177e-11,0.3013462474552237,-0.3262761175682749,0,tested,True
IFT20,72,-0.08112100194888422,-0.13173393136816303,-0.030508072529605412,0.0020815510198892648,0.0028698916287685852,0.21538472667911182,-0.10957742127019914,0,tested,72,-0.04886311546861363,-0.10779313396848114,0.01006690303125387,0.10268072450603385,0.12283424680003886,0.2507783302294741,-0.07772154048410496,0,tested,True
IFT22,72,0.0038890656587739106,-0.05477999843169357,0.0625581297492414,0.8952198289786286,0.9045055935692429,0.24966783149349453,0.0034312063892995015,0,tested,72,-0.30543804925144036,-0.41007877717533847,-0.20079732132754222,1.564582154151888e-07,3.0179072490564163e-07,0.44530152358277103,-0.32336871730754013,0,tested,False
IFT27,68,-0.10692458107948102,-0.1983252362251388,-0.015523925933823235,0.022546653832886916,0.02837563696755575,0.3776081945310589,-0.07523141210659978,4,tested,72,-0.2562125742494912,-0.32922289766834417,-0.18320225083063818,1.187859788054663e-09,2.6598155758195266e-09,0.31069745882626854,-0.2476741886815501,0,tested,True
IFT43,64,-0.14915289251925176,-0.23611185787822642,-0.06219392716027711,0.0010780288674940525,0.0015259401280428653,0.3481247105131866,-0.15612148297754808,8,tested,72,-0.2728784180075392,-0.35399634751157627,-0.1917604885035021,4.0182218104251115e-09,8.67861060032184e-09,0.3451996016722845,-0.2415595404348101,0,tested,True
IFT46,72,-0.04953796952379156,-0.10983531053677091,0.010759371489187791,0.10581561754029502,0.12350489655441833,0.25659700915495465,-0.0493174689553475,0,tested,72,-0.12830713899692214,-0.22035840782256877,-0.0362558701712755,0.006967066135546221,0.009493282878352662,0.3917267307773204,-0.09293112982707985,0,tested,True
IFT52,61,0.0880560568899573,0.012208118392789707,0.16390399538712488,0.023630115225610718,0.02962771132948667,0.29615156830454614,0.06449819099180229,11,tested,72,0.4261993723882035,0.35629760327408294,0.49610114150232404,5.071476730108568e-19,2.2209610783743534e-18,0.29746891965704697,0.4030928969054799,0,tested,True
IFT57,72,-0.10184136586627711,-0.16875734783815796,-0.034925383894396256,0.0033639226771281167,0.004565161128043608,0.28476281955709215,-0.13966932794450293,0,tested,72,-0.2901125703914538,-0.3956652472037987,-0.18455989357910885,6.110911707895539e-07,1.1346449187152981e-06,0.4491823474026349,-0.28653364144478477,0,tested,True
IFT74,72,-0.09969278768332507,-0.15432098693597007,-0.04506458843068006,0.0005159506195875796,0.0007510929434594002,0.23247181896018113,-0.103475008800102,0,tested,72,-0.18802830051112307,-0.28882000965851934,-0.08723659136372679,0.00039540599868934697,0.0005997164445304245,0.42892191729102686,-0.16483726858685022,0,tested,True
IFT80,54,-0.014038628320492344,-0.10573703955551443,0.07765978291452975,0.7599926378629256,0.7804509862516615,0.3359562750328768,0.015693517474302393,18,tested,72,0.10824577027882906,0.012247192622147227,0.20424434793551088,0.027661292717511644,0.03544336125495175,0.40852461312567384,0.10080174737548009,0,tested,False
IFT81,72,-0.05177068747028393,-0.10411295970920004,0.0005715847686321718,0.0524862543448065,0.06329261897132736,0.22274399307241777,-0.07733676115510281,0,tested,72,0.15814354663880079,0.0783059220877553,0.23798117118984627,0.0001823860299158254,0.0002837099442776031,0.33975122839039784,0.14669614843078493,0,tested,False
IFT88,72,-0.1297666719460449,-0.18586424154536046,-0.07366910234672937,1.716341246897436e-05,2.8114370171627714e-05,0.23872476527526784,-0.15392237152009763,0,tested,72,-0.34721573074646445,-0.4506487129556309,-0.24378274853729798,4.262264779643151e-09,9.193167511900466e-09,0.4401619281542901,-0.36803146031311007,0,tested,True
IGBP1,72,0.13624554533152544,0.09883270614098519,0.1736583845220657,3.8865344653101483e-10,8.91358074970586e-10,0.15921137614047434,0.1248421672156024,0,tested,72,0.4811173590168194,0.398039079022329,0.5641956390113099,5.843478181529281e-18,2.3397291560703153e-17,0.35354192762389636,0.48043041817268994,0,tested,True
IGF1,72,-0.05188924955902987,-0.17633581052271602,0.0725573114046563,0.40853801169610865,0.442752785854365,0.5295857960971765,-0.06906837949469709,0,tested,72,0.2541422538078825,0.09896819370208179,0.4093163139136833,0.0016828674376697407,0.0024220197038518107,0.6603475220077906,0.24379161361334795,0,tested,False
IGF1R,72,-0.14791186133923528,-0.24342362811619067,-0.0524000945622799,0.0028757400132942276,0.003923881348209028,0.406452975908122,-0.18774551108719684,0,tested,72,-1.2686465787136731,-1.4379985641956536,-1.0992945932316927,1.3191045633241051e-23,8.764071723133424e-23,0.7206820771711226,-1.2771671029411602,0,tested,True
IGF2,72,-0.5367609351551289,-0.6820005147326926,-0.39152135557756523,2.4604957086964666e-10,5.706461730317071e-10,0.6180710642365426,-0.5915631090304525,0,tested,72,-1.289632419364202,-1.5767769308521102,-1.0024879078762936,2.839708074688021e-13,8.095509601228293e-13,1.2219514427211247,-1.262843212887105,0,tested,True
IGF2BP1,61,-0.07350281239647553,-0.2504204734656879,0.10341484867273686,0.4092400813001134,0.4434023472660948,0.6907826873683057,-0.016146813950999983,11,tested,72,-0.29125487698129665,-0.5035355229526388,-0.07897423100995452,0.007855969190237615,0.010650310434362488,0.9033661840246497,-0.35768357236793447,0,tested,True
IGF2BP2,72,-1.05330036751083,-1.1857442784646526,-0.9208564565570072,4.965663062841193e-25,3.7235050455519946e-24,0.5636187410688746,-1.0211360248297532,0,tested,72,-2.005360758455736,-2.2314211176629724,-1.7793003992484997,9.978047932776347e-28,1.0255815213067148e-26,0.9620061363665328,-2.273143171441295,0,tested,True
IGF2BP3,52,1.2042319229195177,0.8884886345178196,1.519975211321216,5.01403869798193e-10,1.1412397971155331e-09,1.1341281325828187,0.8874036966074975,20,tested,72,0.7650132795513893,0.5067090954574713,1.0233174636453073,1.1071436436852326e-07,2.1576648954263295e-07,1.099220628591947,0.2409219214519005,0,tested,True
IGF2R,72,0.02278246122388073,-0.04694253656249069,0.09250745901025215,0.51681695577018,0.550565355409027,0.2967166643628208,0.0031074820559984923,0,tested,72,-0.31243317975038143,-0.41073182154374915,-0.2141345379570137,1.8781227046055214e-08,3.8732611430128365e-08,0.4183125999327724,-0.30322142718090994,0,tested,False
IGFALS,72,0.022567350930929177,-0.1314984473653699,0.17663314922722825,0.7710847351721504,0.7907894457714592,0.6556312831007122,-0.003284289256299998,0,tested,72,-0.38167796851737307,-0.44913631698029133,-0.3142196200544548,1.7152272554514383e-17,6.631770285158418e-17,0.2870708752213729,-0.36964017185670905,0,tested,False
IGFBP1,72,-0.21831632374276846,-0.41467628019388514,-0.02195636729165179,0.029833646092125823,0.03702176515056257,0.8356152476492775,-0.17309582821690112,0,tested,72,0.871482184399842,0.37306160072014155,1.3699027680795426,0.0008439098088392758,0.0012458808241520832,2.121042635129602,0.1339173825580555,0,tested,False
IGFBP2,72,-0.7989854505210908,-0.9394998244774291,-0.6584710765647526,1.3649410260604718e-17,5.236884632682491e-17,0.5979628204951208,-0.730888287650201,0,tested,72,-2.044262301476328,-2.290274211156369,-1.7982503917962873,4.233713208856493e-26,3.655951710554324e-25,1.0469105134637542,-1.9129627441200154,0,tested,True
IGFBP3,72,1.1317664222505124,0.9900606365673303,1.2734722079336944,3.9184745435922296e-25,2.9693395087508187e-24,0.6030329061845453,1.1263739364992504,0,tested,72,4.0522079318881925,3.7886758994896463,4.315739964286739,1.098182413660247e-42,1.0440969297874798e-40,1.1214678822311197,4.059205423811665,0,tested,True
IGFBP4,72,-0.33782235984405706,-0.46113675684069316,-0.21450796284742096,6.561220668974797e-07,1.1929816413886217e-06,0.5247678408948813,-0.317219197850102,0,tested,72,-0.4198632575536006,-0.5786548564030123,-0.2610716587041889,1.388230234040981e-06,2.514497799608426e-06,0.6757420585913015,-0.4209198398630547,0,tested,True
IGFBP5,72,-0.5083255155188849,-0.6453073377798824,-0.3713436932578876,2.1631263775762728e-10,5.0483012203356e-10,0.5829299486556374,-0.4875150199822529,0,tested,72,-0.9906389949980247,-1.2598099718240892,-0.7214680181719602,2.8022785401289925e-10,6.558194023452651e-10,1.1454645668375059,-1.0269368063755304,0,tested,True
IGFBP6,72,-0.7638667060803542,-0.9381810150905248,-0.5895523970701837,7.17280748494614e-13,1.981409072039224e-12,0.7417993827504641,-0.7475055024937057,0,tested,72,0.268789824353296,0.009934339617362342,0.5276453090892297,0.042046377860486074,0.05275564995164254,1.10156670378382,0.41628118201067976,0,tested,False
IGFBP7,72,0.04608573621903886,-0.11630503269393752,0.20847650513201524,0.5732651175390149,0.6052371802871658,0.6910584267467721,0.13269670628679697,0,tested,72,-0.1473358101529034,-0.3175070317899107,0.022835411484103896,0.0886292396453243,0.10701581101446798,0.7241683593792593,-0.07743053786147502,0,tested,False
IGFLR1,57,1.0707877677618542,0.7190722387784072,1.4225032967453013,1.0493676103337702e-07,2.030531385627525e-07,1.325549140028413,1.303113703745799,15,tested,72,0.8901404487766403,0.7304571139917018,1.049823783561579,3.3846934869259637e-17,1.2802853919613525e-16,0.6795368656286956,0.943068287508115,0,tested,True
IGHMBP2,72,0.15333704248855956,0.08209579704211532,0.22457828793500378,5.511917725083732e-05,8.662448392193779e-05,0.30316909838688716,0.15720697221784985,0,tested,72,-0.05221886313294485,-0.10832969360335189,0.0038919673374621933,0.06765571760044324,0.08293408136748506,0.23878119728045583,-0.03783162814364516,0,tested,False
IGLL1,72,0.4012667573108615,0.23620153025998541,0.5663319843617376,7.131066263935699e-06,1.200234655696475e-05,0.7024396576230634,0.40569395260149577,0,tested,72,-0.1841195112154569,-0.237838684922895,-0.13040033750801877,2.361977940991523e-09,5.1832672300004395e-09,0.22860343550865664,-0.146568464586727,0,tested,False
IGLL5,72,0.38104631765983055,0.18048149890857654,0.5816111364110845,0.0003148431247884935,0.00046672888164937283,0.8535091559377279,0.3722724795875505,0,tested,72,1.2825347849286768,0.7919213596218984,1.7731482102354552,1.7531298178545405e-06,3.1529143560488114e-06,2.0878190558666354,1.2086880841224903,0,tested,True
IGSF3,65,0.07696105748037102,-0.021664243522136903,0.17558635848287896,0.12395074577197088,0.1435362225681191,0.3980231236329724,0.0780962255268988,7,tested,72,-0.94447910267892,-1.1097202780672706,-0.7792379272905694,1.0739240659666723e-17,4.2113149338742574e-17,0.7031884106593214,-0.8726332043457499,0,tested,False
IGSF8,72,-0.5560202851082577,-0.6447274431412764,-0.4673131270752391,1.3196130782412845e-19,5.850498459564652e-19,0.3774957744323892,-0.599565426301796,0,tested,72,-0.13302982683224626,-0.22159429300769606,-0.04446536065679646,0.0037759675304502465,0.005273984324336083,0.37688854526991156,-0.18143702834036501,0,tested,True
IK,72,0.03897180919107429,-0.0008392480592219476,0.07878286644137053,0.054893632692422305,0.06603690848957709,0.16941705969296,0.028289573310297758,0,tested,72,0.5785103387989379,0.5124796011190906,0.6445410764787851,2.0510005024645937e-27,2.0365417521861225e-26,0.28099563788885884,0.5752179897721201,0,tested,True
IKBIP,72,1.5476619965735068,1.4414550783149775,1.653868914832036,3.7738859274014616e-41,1.1832311721755894e-38,0.45196649004534223,1.5906541020335476,0,tested,72,1.8652350045747217,1.7501925979555562,1.9802774111938872,3.267610939307016e-44,3.8592311808026654e-42,0.48956615612804183,1.8518592801097598,0,tested,True
