gene,n_four_finite,protein_mean,rna_mean,same_direction
BLNK,72,-0.23934925105374166,-1.0121798352359255,True
BLOC1S1,72,0.22361915556122114,-0.04882267200136324,False
BLOC1S2,72,0.2095947697431322,0.6161636787149316,True
BLOC1S3,72,0.21057835133562047,0.21463116907052543,True
BLOC1S4,72,0.3131476483121996,0.3364380826510861,True
BLOC1S5,72,0.2643594052793714,0.22853498129185526,True
BLOC1S6,72,0.3222701095245011,0.45406238872700133,True
BLVRA,72,0.4921305080582903,0.5982883581478635,True
BLVRB,72,0.5709435858336389,0.5733237238530526,True
BLZF1,60,0.09575680798173848,0.3236839409295596,True
BMF,45,-0.4953164059469409,-0.21563785262200466,True
BMP1,29,0.7842575636080935,1.3237409008695777,True
BMP2K,72,0.4175868034360793,1.0369662526555816,True
BMPR2,60,-0.022226821169264097,-0.013467265272839953,True
BMS1,72,0.26593796857357943,0.11147700751989999,True
BMX,29,0.17530164799740997,0.18272993055587958,True
BNC2,28,0.3830602845148034,-0.7086154509865582,False
BNIP1,72,0.12830940279955846,0.26483365028356737,True
BNIP2,46,0.876279314551222,0.30280047141042227,True
BNIP3,72,0.32743981492380736,1.4341898865837495,True
BNIP3L,59,0.1596539794801693,0.9702635269438536,True
BOD1,72,0.1901633244619808,0.7209786051040383,True
BOD1L1,72,0.17961665844318933,0.13954613118795406,True
BOK,68,-0.3651816511609458,-0.694478912143185,True
BOLA1,72,-0.007156786977882161,0.1409513822139165,False
BOLA2,72,0.40668681010583835,0.13843490126442093,True
BOLA3,72,-0.5807681025023492,0.3306944418798964,False
BOP1,72,0.4304539371483746,0.34431908521701304,True
BORCS5,72,0.12866757435512466,-0.2353031310781296,False
BORCS6,72,-0.03739680437752102,0.15244031581374567,False
BORCS7,72,0.12875598530871135,-0.33192256953581734,False
BORCS8,38,0.35038759207883435,-0.29475169060753864,False
BPGM,72,1.1474171289029755,-0.29350667904787875,False
BPHL,72,-1.5386441893381266,-1.8939354390704415,True
BPI,69,0.7762490694209123,-0.6759340781793165,False
BPIFB6,23,-0.6582613051575349,0.010831726955693203,False
BPNT1,72,-0.4151194833362475,-0.24038872739694403,True
BPTF,29,0.3238982568649441,0.06292290235601483,True
BRAF,72,0.1346608497559033,-0.007185122527964315,False
BRAP,72,0.2376951830636972,0.22363704436472137,True
BRAT1,72,0.054416891030212335,0.34686717168424924,True
BRCC3,72,-0.23447972825999397,0.4053622140226656,False
BRD1,63,-0.039048783638025414,-0.1791570393088216,True
BRD2,72,0.06527031554176782,-0.05755970976886863,False
BRD3,72,-0.03642773854046802,-0.4329013267314801,True
BRD4,72,0.11275580770537516,-0.4876952581998553,False
BRD7,72,0.04911797846339976,0.1149771974834875,True
BRD8,72,0.18980502567902616,0.04875381822864335,True
BRD9,61,0.19859802596197926,0.15577812355085408,True
BRF1,72,-0.0596580782627357,-0.19878636145975498,True
BRF2,45,0.06341830214811524,0.25815657878029014,True
BRI3,57,0.023267930528405457,0.1007537051702502,True
BRI3BP,64,-0.02454798848049847,-0.05066788905061794,True
BRIX1,72,0.9848222643163133,0.4453109377970679,True
BRK1,72,0.11932573968864836,-0.2896054564516955,False
BRMS1,48,0.43164343306923375,0.23605022445486867,True
BRMS1L,72,-0.03688098653989419,-0.5021857400403997,True
BROX,72,0.169317757823878,0.3604915703227325,True
BRPF1,72,-0.10519354286019159,-0.2310623878643231,True
BRPF3,42,-0.025886548572952656,-0.975944677800082,True
BRWD1,30,-0.018315194527396775,0.13437972026712341,False
BSCL2,72,0.2911540497289156,-0.33478075185145684,False
BSDC1,72,0.17010640936822197,0.10652188342161067,True
BSG,20,-0.5112519788634796,-0.07593536364414999,True
BSND,72,-1.3598978571300409,-2.964984272732747,True
BSPRY,72,-0.9097805404909047,-1.9053812303320758,True
BST1,72,-0.33730758021663587,-0.19549530573436544,True
BST2,72,0.9172285152357745,1.6641859430461483,True
BTAF1,72,0.1580368950035818,0.450482064638346,True
BTBD1,72,0.11592504757898643,0.14508407142003468,True
BTBD10,43,0.18213400565099097,0.42810023904294237,True
BTBD11,21,-0.8789945830525385,-0.8474127105200167,True
BTBD2,69,-0.06369877326758756,-0.02199133735650061,True
BTBD9,39,0.13226197355244443,-0.5123592878947424,False
BTD,72,-0.6262089224303595,-1.2580716762724105,True
BTF3,72,0.11273814084614414,0.6075658113539891,True
BTF3L4,72,0.38518571484415154,0.3698131127223185,True
BTN2A1,72,0.31519318260426016,0.5778264283451533,True
BTN3A1,61,1.318488090493046,1.9791082652252383,True
BTN3A2,68,1.4270210996025972,2.029963830716154,True
BTN3A3,72,0.6638191685722982,1.4583773104397233,True
BTNL9,46,0.7656453578309785,1.7342901282798195,True
BUB1B,24,0.07354086556637529,0.9070756215209315,True
BUB3,72,0.0505268614767809,0.33523261301260043,True
BUD13,72,0.1856530379669779,0.33240627218791136,True
BUD31,72,0.02111686485590984,0.5164682464791349,True
BYSL,72,0.536683603888221,0.24715401216896973,True
BZW1,72,0.11591090280949734,0.1978943600897025,True
BZW2,72,0.3031242017077611,0.22686186784053358,True
C11orf52,72,-1.130486267492911,-1.1865981149071136,True
C11orf54,72,-1.2014944189541006,-1.2931914767856736,True
C11orf58,72,0.0878854993448112,0.22139911832648018,True
C11orf95,32,-0.19342487148339294,-0.39946002727750785,True
C11orf96,72,0.08756207351432284,-0.3248286841427111,False
C11orf98,72,0.8313337482528358,0.0974765865564368,True
C12orf10,72,0.07181267291562336,0.17702156186837653,True
C12orf29,72,0.2633105123716288,0.10616522979941197,True
C12orf4,72,-0.16749765684656387,0.634980374401425,False
C12orf43,72,0.5085776886380166,0.20941144295162262,True
C12orf45,72,0.3040562935658547,0.019716216672850912,True
C12orf57,72,0.2812198836382684,0.815863624967496,True
C12orf65,63,-0.3165117426455481,0.43767998730905666,False
C12orf66,67,-0.033102750181375144,-0.07967627071565148,True
C12orf73,72,-0.40820073758184083,-0.06323477240344055,True
C12orf75,72,0.040404040399170435,-0.07493105123053961,False
C14orf119,38,-0.05522788199579781,-0.0221009475935171,True
C15orf40,72,-0.2515674981891288,-0.25719060538132194,True
C15orf48,72,-0.2644675403323944,0.9152316331939383,False
C16orf58,72,0.12481391159357506,-0.0253001232517756,False
C16orf70,72,-0.2999466881053469,-0.13416662732507284,True
C16orf86,41,-0.07475517515825582,-0.06384108180453366,True
C16orf91,65,-0.156895170085119,0.4037990228614327,False
C17orf49,72,0.4573554029839908,0.49889184510098733,True
C17orf75,72,-0.1010644129416061,-0.48260874807121584,True
C17orf80,72,-0.010058373399245214,0.07381947598943321,False
C17orf97,68,-0.1437781380436034,-0.2660650052871383,True
C18orf21,54,-0.18412584210460703,0.45950180302298027,False
C18orf25,68,0.31879021172484934,0.16803619369625947,True
C18orf32,71,-0.08535358055354074,-0.09784341386936225,True
C19orf12,72,-0.525600310619204,-0.24441731648047504,True
C19orf25,72,0.04667622846303445,0.12366314701950948,True
C19orf33,72,1.6173640984602062,2.2445120875441633,True
C19orf44,30,0.28163370181209735,0.014877596341437963,True
C19orf47,67,0.21881880043771992,-0.0917179929032449,False
C19orf53,72,0.13949963193570294,0.16859375075411182,True
C19orf54,49,0.43730224503247606,-0.3077111699398777,False
C19orf66,72,0.14203890311919423,0.39304920155633727,True
C19orf70,72,-0.7842377423126049,0.27271488953937184,False
C1D,72,0.2551497407972762,0.042438460939994704,True
C1GALT1,72,0.029174402006851237,-0.08805153363726458,False
C1GALT1C1,68,-0.04320161090445977,0.1639260643405731,False
C1QA,72,0.5501795984864127,3.0042768874319297,True
C1QB,72,0.5611409932354198,3.2196647082919023,True
C1QBP,72,-0.7008014524094155,-0.3847946776078862,True
C1QC,72,0.6349481112367664,2.934463151137243,True
C1QTNF3,72,0.7197094535379109,0.3663408549168313,True
C1QTNF5,72,0.7586198080091086,0.04964082872536259,True
C1R,72,0.07664795197144038,0.9733780803023487,True
C1RL,72,0.32415466560759176,0.7979785188324747,True
C1S,72,0.03232278022700154,1.2235781275520072,True
C1orf109,66,0.07248802098176657,0.10476518932586414,True
C1orf116,72,-1.582529142754988,-1.758896763462522,True
C1orf122,72,-0.0018228048969445576,-0.229828974731934,True
C1orf123,72,0.23868127417411275,0.3418267519064352,True
C1orf131,31,0.3346226299051508,0.46834538999885256,True
C1orf174,72,0.0890186071364946,-0.01260688176547278,False
C1orf198,72,-0.1474384115393766,-0.14906169687726942,True
C1orf21,20,0.769681089131195,0.0474053202330636,True
C1orf210,61,-0.9400321984001327,-1.576328552406963,True
C1orf226,72,-0.7809792048985061,-1.5820846500558086,True
C1orf35,72,0.23691329079616383,0.36079848617245414,True
C1orf43,45,-0.014537832740258145,0.16355640542291602,False
C1orf50,72,0.15369549606624025,0.040463999773099175,True
C1orf52,55,0.2654122869624366,0.38759186099410986,True
C2,72,0.2398285379321418,1.3903796590606856,True
C20orf194,54,-0.22227177891663674,-0.4300832500117274,True
C20orf27,72,0.5715174000538958,0.6280586870010725,True
C21orf2,72,-0.04914850397470752,-0.47555811857534125,True
C22orf39,60,-0.8672704585946654,-0.22474513961411,True
C2CD2,61,0.44440048805785437,0.47714905724531637,True
C2CD2L,72,-0.4372755605735887,-0.5351903344442662,True
C2CD4C,36,-0.2545450548897806,0.3586433700345905,False
C2CD5,72,-0.1525440255509199,-0.31502683467318704,True
C2orf15,29,-0.48164983569440406,-1.0237084559763838,True
C2orf49,72,0.13065769572156788,0.1474717717567896,True
C2orf54,61,0.6765163347091848,-2.304823443317613,False
C2orf68,48,-0.040738948173328814,0.20935118350645485,False
C2orf69,72,-0.34375482125784,-0.11406533333294165,True
C2orf76,68,-0.05058834699420306,0.13452942785824473,False
C2orf88,65,-0.3570317141656396,-0.39805037686110156,True
C3,72,0.3170104591913971,4.210349665558975,True
C3orf33,30,-0.1735345049348158,-0.6274391114674874,True
C3orf38,72,0.12058157082931133,0.22209475761199876,True
C3orf52,20,0.8173742947539548,-1.6186828016857704,False
C3orf58,65,0.8013949115687804,0.9052861143339945,True
C4A,72,0.6202344673945778,0.3153670871743946,True
C4B,72,0.41175957284222586,0.3609164597011869,True
C4BPA,72,-0.126515163366143,-0.12429656272415995,True
C4BPB,72,0.024433356024748436,-0.05168715551114956,False
C4orf19,31,-0.1820472900141611,-0.884397915559054,True
C4orf3,71,1.478172099779559,0.32231987722307504,True
C4orf33,72,0.15786087776533594,0.03483910254111611,True
C5,72,-0.14651444139287098,-1.1199861326340756,True
C5AR1,44,1.477711465761007,1.3799913970839706,True
C5orf15,56,0.36205296262296766,0.7793652810230133,True
C5orf22,72,0.18573251983365371,-0.054965406988887903,False
C5orf24,72,0.1250997310888214,-0.29529982819066375,False
C5orf51,72,0.2749630561613849,-0.0010773473111884762,False
C6,72,-0.1274915450611889,0.15028806377531187,False
C6orf10,38,-0.776313654726419,0.022666210028498814,False
C6orf106,70,0.33045680575878583,0.18524311103967941,True
C6orf120,68,-0.08719300175186899,0.016474506632621327,False
C6orf132,61,-0.8464583754465593,-0.2683404250892103,True
C6orf136,65,-0.6987155574073276,-0.9897858530653473,True
C6orf203,72,-0.8828722208074203,-0.5522257906417474,True
C6orf47,72,-0.39031290492180315,0.16200974104472138,False
C6orf89,61,0.33815630715281675,-0.07760769811948627,False
C7,72,-0.513089130407807,-4.805045426536586,True
C7orf25,72,-0.1428508122733639,-0.3163922037033368,True
C7orf26,64,0.4054142104073274,0.05094775855393907,True
C7orf43,72,-0.14247935222294805,-0.2326646446540764,True
C7orf50,72,0.6180723223609795,0.15007699244255282,True
C8A,72,-0.04338398499374536,-0.04002520472289341,True
C8B,72,-0.05338034220794868,-0.05281660103596521,True
C8G,72,0.10351494280376945,-0.007218290315186813,False
C8orf33,72,0.2575335022419021,-0.03637180111363229,False
C8orf37,72,0.3188061205589052,0.1472445165450118,True
C8orf59,72,0.3286321957250592,0.774390610468859,True
C8orf82,72,-0.7939851053797058,-0.17424545575549152,True
C9,72,-0.10341912268753095,-0.15893898890985567,True
C9orf16,47,-0.3470070496206658,-0.06116007782614618,True
C9orf40,57,0.741246906575135,0.11682618895290849,True
C9orf64,72,0.43046910355706924,0.3422469915765276,True
C9orf66,72,-0.9446069048161329,-1.2825911089162665,True
C9orf72,25,0.24742940921602005,0.4829962973872648,True
C9orf78,72,-0.054673812154323126,-0.40246598859657295,True
CA1,72,1.346854360912613,-0.2932749876291981,False
CA12,72,-0.47029808875563744,-0.5983559482169201,True
CA13,72,-0.1928650262272785,-0.5492063030811732,True
CA2,72,-0.4871564815456249,-1.4897989953188417,True
CA3,72,0.8769425934100235,-0.1338809084997609,False
CA4,72,-1.626632796477833,-2.2748924495699603,True
CA5B,72,-0.40806469810085766,0.062209347664754576,False
CA8,72,-0.7804052766230493,-1.6361107484276756,True
CA9,72,2.3446818249981516,6.452011470946013,True
CAAP1,72,-0.017380612328883212,-0.3795421575020004,True
CAB39,72,-0.37575311613350304,-0.4151407997154314,True
CAB39L,72,-0.686219808247575,-0.7974948668669782,True
CABIN1,69,0.09358591879733077,-0.3471163858070794,False
CABLES1,72,-0.22216538214791368,-0.42005053342145166,True
CACFD1,55,-0.4924769811216621,-1.0731007894498528,True
CACHD1,36,-0.004342141580613561,-0.8466590245012181,True
CACNA2D1,72,-0.24958812532264474,-0.3732414405115392,True
CACNG6,61,0.21763834988329384,-0.0028185599399997113,False
CACTIN,72,0.24100418217654931,0.10183387499032845,True
CACUL1,72,0.024702961908069438,0.09879297388803153,True
CACYBP,72,-0.08221421387336104,0.05644981349132652,False
CAD,72,0.6419952885973392,0.11726726503008317,True
CADM1,72,-0.6626018839451624,-0.592663798268613,True
CADM4,72,-1.5725701618479127,-2.6214293667331,True
CADPS2,72,-0.3380861389929042,-0.9722587053754707,True
CALB1,72,-2.56082235600708,-5.714347063230466,True
CALB2,57,0.4159694167250139,0.23692279953921674,True
CALCOCO1,72,-0.03428317679619,-0.02454180575040099,True
CALCOCO2,72,-0.02238075076592934,0.42691650000443876,False
CALCRL,72,0.915346451553895,1.3279805535985305,True
CALD1,72,-0.6520065380334804,0.5926218107034072,False
CALML3,72,-0.6019198483033953,-2.420605893426371,True
CALML4,72,-1.165557558586203,-0.020622282894935395,True
CALR,72,0.17283531741855251,0.289382175079658,True
CALU,72,0.7525056186044501,1.155097357746725,True
CAMK1,72,0.3954727212839718,-0.08370342926327495,False
CAMK1D,72,0.7866218963829521,0.9337024882355401,True
CAMK2B,61,-0.3678018217818969,-0.525103364304789,True
CAMK2D,68,0.15299613289459416,0.23572973529316066,True
CAMK2N1,22,0.5530680592899541,-0.4341969749499542,False
CAMK4,58,-0.42303892894806044,0.09485948014434101,False
CAMKK1,29,0.7490396809134069,1.3013322989376268,True
CAMKMT,63,-0.022161886086257354,-0.2786075537369717,True
CAMLG,72,0.16383808832455274,0.7329324679614861,True
CAMP,72,0.5786939326070667,0.24360742934017965,True
CAMSAP1,72,0.35772986027082687,0.4141767879216649,True
CAMSAP2,72,0.2395738696783932,0.19191886357712806,True
CAND1,72,0.15651974138101388,0.11136995459979158,True
CAND2,72,-0.7254109332547478,-0.8470435374236198,True
CANT1,72,0.3014716724070491,0.1255445871576215,True
CANX,72,0.6851406979628103,0.7403540228523523,True
CAP1,72,0.48761395692687226,0.7157707150221675,True
CAP2,72,0.3551067339034833,0.1271795941163497,True
CAPG,72,0.5887015465144738,0.6256986817233359,True
CAPN1,72,0.35353557269823593,-0.05147930671978283,False
CAPN15,72,0.46392512801528063,0.534229936375977,True
CAPN2,72,0.06819967840779909,-0.27393440559532223,False
CAPN5,72,-0.695673957593149,-1.359869499971254,True
CAPN6,41,0.22253708513599674,-0.2105529196057108,False
CAPN7,72,-0.16134150769009314,-0.4810464282962056,True
CAPNS1,72,0.11080205433697767,-0.04545638624020581,False
CAPRIN1,72,-0.13426004568771996,0.11192312587133468,False
CAPS,72,-1.6977082944014446,-0.9434476812735851,True
CAPZA1,72,0.5075772311283755,0.8292659844198488,True
CAPZA2,72,-0.22286059290003385,0.24495002559531928,False
CAPZB,27,-0.17903389916931098,0.1737079841137408,False
CARD10,72,0.3827279512188296,-0.1505313319026418,False
CARD11,72,0.8251759837314163,1.34777634370077,True
CARD16,68,0.892079002857444,1.8594230558446938,True
CARD19,72,-0.2826868866730238,0.38707100024035124,False
CARD6,49,0.1306890143239822,0.12251318552363166,True
CARD8,72,0.7099513463665125,0.7767372900797728,True
CARD9,38,0.9493019918490142,1.0743732936047514,True
CARHSP1,72,0.7019564859258947,0.8440095934236884,True
CARM1,72,0.276308909515858,-0.21541508707535248,False
CARMIL1,20,-0.41218761612085997,-0.6732704307148435,True
CARNMT1,72,0.04449345581650821,-0.34575161435957313,False
CARS,72,0.4600403052895285,0.586812263858197,True
CARS2,72,-0.7336036384083153,0.22674731292711714,False
CASC3,72,-0.023150826742862174,-0.16421079720971296,True
CASC4,72,0.4808967926038956,0.44185904738442294,True
CASK,72,-0.830998056312456,-0.007477935322149718,True
CASKIN2,72,-0.03352506318924317,-0.42037346563524797,True
CASP1,72,1.1957075759474125,1.9318215410375872,True
CASP10,72,0.29650296992220027,0.41828598654151306,True
CASP14,26,1.4157844661222692,0.3240008065834749,True
CASP2,72,0.5939669662403473,0.2897119933941872,True
CASP3,72,0.4754131976275663,0.6834403075566065,True
CASP4,72,0.8769123063968656,1.3180588548877223,True
CASP6,72,-0.09546551180300242,-0.1459733968344461,True
CASP7,72,0.27477563151447065,0.45501407692744306,True
CASP9,72,-0.11021145766134871,-0.5635748256809975,True
CASR,72,-1.8546340471418548,-3.0755732145461434,True
CAST,72,0.28202200874840205,0.5804805424522583,True
CAT,72,-0.4041695664657149,-1.1197158718609428,True
CAV1,72,1.6404563215930883,2.690292117163392,True
CAV2,72,1.4275410618798858,2.156255017856901,True
CBFB,23,0.9252112910972781,0.6342515978171636,True
CBL,72,0.4649021730531638,0.4367880373251022,True
CBLB,53,0.11537715529589247,0.4918884735648644,True
CBLL1,72,0.11164092255851601,0.018958653027855828,True
CBR1,72,-0.5387487320330833,-0.791708102762917,True
CBR3,72,0.37485808628591943,0.4660213620427737,True
CBR4,72,-1.5265653783463011,-0.7534459439887111,True
CBS,27,-0.1388287305328888,-0.08916700767468672,True
CBWD1,24,0.23466840043220447,-0.042680122084419174,False
CBWD2,23,0.14413366672696556,0.0885720228497226,True
CBX1,72,-0.11711780018285015,0.1038332917955041,False
CBX3,72,0.20371616834362055,0.6078619209653806,True
CBX4,62,0.1362452294214621,0.2345369292727797,True
CBX5,72,0.08677087229478737,0.00021825055156508998,True
CBX6,29,0.18957561870368608,-0.24766632407766614,False
CBX7,40,0.3504223079581673,-0.27575417305316396,False
CBX8,72,0.08594685651457874,0.2274863420727104,True
CC2D1A,72,0.02517745598465707,-0.2407320258728768,False
CC2D1B,72,-0.023644138878268182,-0.16203906404884108,True
CC2D2A,35,0.24557173979904603,-0.13376707173478883,False
CCAR1,72,-0.05827293241760497,-0.07791158640214323,True
CCAR2,72,-0.09958602435610658,-0.25549886729001753,True
CCDC102A,72,-0.16623070102772658,0.37800677272581945,False
CCDC106,45,0.014387220833977003,-0.31354084237466145,False
CCDC115,72,-0.027294703055720914,0.4150078825270423,False
CCDC117,72,0.44733471522844936,0.1054123330130976,True
CCDC12,72,-0.08600536297885922,-0.46586172363739625,True
CCDC120,43,0.2957137466442189,-0.5588172779990974,False
CCDC124,72,0.1119458293640383,0.01881456664895144,True
CCDC127,72,0.26762060735326515,0.8343195664660787,True
CCDC130,68,0.10070684154307778,0.12601385685901736,True
CCDC134,72,0.08755689425696504,0.0750080871909654,True
CCDC149,34,0.036565243008176825,0.04888986939297176,True
CCDC150,23,0.43832384671270874,0.14914269859861803,True
CCDC174,61,-0.1572222615348644,-0.4542291430926592,True
CCDC182,42,-1.3187402936441568,-0.09488929641558108,True
CCDC186,72,-0.5125130037318468,-0.6534607263819622,True
CCDC22,72,-0.31395523403465697,0.2398881294373561,False
CCDC25,72,-0.09095096406478748,-0.3620879047453071,True
CCDC28A,72,-0.20642383341851553,-0.13590808635306972,True
CCDC39,34,-1.4332155095777828,-0.31468099728082455,True
CCDC43,72,0.2357198847970959,0.49896187991318974,True
CCDC47,72,0.0504819011654296,0.12431062908195677,True
CCDC50,72,0.4224491790435313,0.2492429715918528,True
CCDC51,72,-0.9378865582558132,-0.7589730130506059,True
CCDC58,72,-0.610869884257486,0.15381802476594628,False
CCDC6,72,0.08924132940527088,-0.26316591074019247,False
CCDC61,64,0.0920902195328939,0.2533303326084644,True
CCDC65,67,-0.1404603113307529,-0.27254644556873625,True
CCDC68,24,0.22764641708721287,0.46032037545578836,True
CCDC69,37,0.032772924344562304,0.2553793592481205,True
CCDC71L,30,0.13474611416740392,-0.09368852519389895,False
CCDC77,29,0.18610884495802738,0.41823348659042375,True
CCDC8,72,-0.5141837619638587,-0.7758747235416243,True
CCDC80,68,0.2663053654324865,-0.1138712038366741,False
CCDC82,68,0.2866719074752484,0.275551607937862,True
CCDC85A,23,0.8809997210641521,1.0728757872215369,True
CCDC85B,42,0.35713147117858857,0.9854416053745092,True
CCDC85C,60,-0.4273334410295611,-0.42583490710210176,True
CCDC86,72,0.5963359582737401,0.26576233905080976,True
CCDC88A,72,0.7741101270788455,1.1855884145198656,True
CCDC88B,68,0.9124819291422821,1.2145212487176567,True
CCDC88C,72,-0.3211507110670959,-0.47828646426746424,True
CCDC9,72,0.19182247115780726,0.17635488810901015,True
CCDC90B,72,-0.39256566018309896,0.3546764643245417,False
CCDC91,69,0.4010191219221856,0.4891930521684923,True
CCDC92,72,0.08187025937614499,-0.256760109923849,False
CCDC93,72,-0.44863660799371224,-0.036013463908683874,True
CCDC97,72,0.3566855985482208,0.16914444288290362,True
CCL14,72,-1.2044152834754436,-0.19575596357739597,True
CCL16,43,-0.6150223396804909,-0.04241731413115798,True
CCL18,64,-0.17595710108309406,2.6512300603800023,False
CCL21,46,0.17052653776022386,-0.9320043457356038,False
CCL5,68,0.9044000067995278,2.605856623698876,True
CCM2,72,0.23769738349794445,0.6972271981560846,True
CCNA2,22,0.18037309041379096,1.3124173656219982,True
CCNB1,23,0.41279058736569846,0.8776307850528159,True
CCNC,53,0.15404269024420975,-0.3273647679449031,False
CCND1,68,1.5950847309660845,2.3276591141062744,True
CCNDBP1,45,0.4314829287498862,0.43593825065297487,True
CCNH,72,-0.053944839421480296,0.09349702851769985,False
CCNK,72,0.2816195867425303,-0.19356009417173184,False
CCNL1,44,0.2804271681592334,-0.09891027346953497,False
CCNL2,50,-0.11221893378197427,0.29697367237263816,False
CCNT1,72,0.23708240829892446,0.2731130845687963,True
CCNT2,63,-0.13683743914186053,0.1878199314901566,False
CCNY,72,0.141047835843043,0.29935792534372996,True
CCNYL1,58,0.2015649245997384,-0.34294593256330547,False
CCP110,55,0.15662914458312396,0.30632107335746905,True
CCPG1,56,0.6721599975696765,0.16601200526131482,True
CCS,72,0.31336397574066227,0.018521879212862562,True
CCSER1,49,-1.0453711410844122,-2.073797501251113,True
CCSER2,45,0.1774792899934289,0.01226173063118667,True
CCT2,72,0.2430235134973801,0.16780469092966635,True
CCT3,72,0.24391008367832473,-0.06515690063716718,False
CCT4,72,0.10618287286696547,0.44609058166278703,True
CCT5,72,0.2245243754194513,0.2711711702322215,True
CCT6A,72,0.1730836525286139,0.04625866575865381,True
CCT6B,72,-0.3096886316692858,-0.6419249234143303,True
CCT7,72,0.08782022267137574,0.30961327390501886,True
CCT8,72,0.134160489664618,0.3820401014797924,True
CCZ1,72,0.12183883278940938,0.3338735804505825,True
CD109,72,0.4441108414156503,0.8316260016677887,True
CD14,72,0.5575482514849749,1.801976241787395,True
CD151,72,0.10972314894999696,0.8427278229487641,True
CD163,64,1.2847599287030516,1.9317585643903308,True
CD163L1,31,0.42993427417349017,0.9190426720754037,True
CD180,72,1.1157339936507802,1.121269288678852,True
CD2,72,1.0416247478825025,2.0959842936122146,True
CD200,65,0.9676020686299373,0.3558875689047391,True
CD209,64,0.2677291265870959,0.41408498858852993,True
CD247,20,0.7819693400352552,1.8913268259205611,True
CD248,72,0.018692265812219777,0.39898321567304823,True
CD274,23,0.8829841341257911,0.6795608622611108,True
CD276,72,0.8502459721704708,0.9862697562078245,True
CD2AP,72,-0.2598031519093999,-0.30248399807781556,True
CD2BP2,72,0.3137014766466796,0.2985036540620434,True
CD300A,42,1.0948295382692883,2.6184975498271332,True
CD320,39,0.05666258283934356,0.32340526970132755,True
CD33,24,0.18333079798995824,1.2982484995130827,True
CD34,68,0.7352268801614777,0.8218779674779995,True
CD36,72,1.284691196354223,2.6920559029378577,True
CD38,72,0.6562024051907693,0.8808053780948499,True
CD3D,28,0.321756917741132,2.452431650055664,True
CD3E,45,0.8933660889808707,1.5567490570613118,True
CD3G,31,0.9823540789349886,1.3535543496058136,True
CD4,72,1.1358851920374116,1.876910521808472,True
CD40,72,0.936722137280989,1.791024856417624,True
CD44,72,0.6554409497040998,0.8603125490700204,True
CD46,44,-0.26537575717721607,-0.2056826195857325,True
CD47,72,0.48766479173713795,0.48810226497749265,True
CD48,60,1.3564359393770289,1.6996440522499157,True
CD5,35,0.5158656283665055,0.8026915169058813,True
CD53,51,1.3404722943790706,2.2792018597819106,True
CD55,72,-0.2703115971882778,-0.03230342778464643,True
CD58,70,0.5373199107194744,0.5035670582177686,True
CD59,72,-0.5538939462283587,-0.016500287448568733,True
CD5L,72,-0.3776896294813019,0.9051332720687147,False
CD63,72,0.5656516264336775,0.9099447320558229,True
CD68,35,1.261750148751523,2.3652967629456865,True
CD70,72,2.484889534231767,4.552581070643573,True
CD74,72,0.9628561028904943,1.793030871240394,True
CD81,72,0.11691227373359031,0.5833689963206248,True
CD82,72,-0.1756533405021744,-0.09103649212317132,True
CD83,29,-1.051710967062318,-0.7293003925553261,True
CD84,52,0.7919310897582478,2.33210138145522,True
CD8A,47,0.770931301123539,1.8589021524051434,True
CD8B,22,0.09739897761421826,1.4867306451631421,True
CD9,72,-0.46993611212091924,-0.07634450633350083,True
CD93,72,0.9188219165551941,1.530840195582991,True
CD99,72,0.15630551208697388,1.230425048906832,True
CD99L2,72,-0.39083766681947374,0.12855796764805044,False
CDA,72,0.052103689894291545,0.36260537665791576,True
CDADC1,58,-0.20448951566280818,-0.5906629964080012,True
CDAN1,40,0.1566708727745926,-0.06670786625335624,False
CDC123,64,0.4212524045059062,0.28802332214544085,True
CDC14A,36,-0.6903839174043965,-0.2491456070461606,True
CDC16,72,0.11803261717771243,0.050132746218879455,True
CDC23,72,0.196757770530532,0.35206654821671723,True
CDC26,44,0.03454148311802705,-0.09207973223884526,False
CDC34,72,0.3585304523908728,0.2895226835989154,True
CDC37,72,0.2865967965561689,0.6073277139853592,True
CDC37L1,72,-0.5206226713638918,-0.5787521610996235,True
CDC40,72,-0.05470821452177258,0.021911125624152063,False
CDC42,72,0.24072130750876022,0.3734701577693146,True
CDC42BPA,68,-0.19056425220953835,-0.34969752256199466,True
CDC42BPB,72,-0.072138228868059,-0.44489226784872504,True
CDC42BPG,67,-0.13831829883008673,-0.6325023921170715,True
CDC42EP1,72,0.04310222360384017,0.31557570195349693,True
CDC42EP2,64,0.01154443185034272,-0.3458109400112812,False
CDC42EP3,59,-0.3814953234085461,-0.33440558044520663,True
CDC42EP4,72,-0.0680805658657721,0.0945326704230846,False
CDC42EP5,72,-0.2597354327501107,0.6700652753118843,False
CDC42SE1,47,0.4703252116980703,0.5212726384007723,True
CDC42SE2,68,0.15967171265637473,0.5410474039307239,True
CDC5L,72,0.13915622055119284,0.4004201051423799,True
CDC73,72,0.03804993885839012,0.06721080547756998,True
CDCA2,23,0.3728215671195394,3.453766633824096,True
CDCA5,22,0.20352673456116388,0.8149934788538061,True
CDCP1,70,0.5252113881233279,0.748961749346142,True
CDH1,72,-0.7971647160281774,-0.9203632033499274,True
CDH11,72,-0.20798264304625533,0.6051347219921692,False
