gene,n_all,mean_difference_all,sd_difference_all,tumor_nonfinite_all,normal_nonfinite_all,status_all,ci95_low_all,ci95_high_all,t_all,p_all,q_all,finite_fraction_all,abs_effect_rank_all,n_early,mean_difference_early,sd_difference_early,tumor_nonfinite_early,normal_nonfinite_early,status_early,ci95_low_early,ci95_high_early,t_early,p_early,q_early,finite_fraction_early,abs_effect_rank_early
CPT1C,72,0.36009915028252903,0.32631935496588393,0,0,tested,0.28341786124368745,0.4367804393213706,9.363657307703768,5.014417695186233e-14,1.5010886724490906e-13,1.0,7782.0,37,0.4517341800382162,0.29139672188570914,0,0,tested,0.3545776757988831,0.5488906842775493,9.429727713509362,2.911773154064391e-11,1.2203897453828485e-10,1.0,6580.0
CPT2,72,-0.5733501744543588,0.615175349710685,0,0,tested,-0.7179092944785672,-0.4287910544301503,-7.908375325022396,2.4727391957334627e-11,6.17859866056134e-11,1.0,5169.0,37,-0.5785356723094534,0.6529544829894067,0,0,tested,-0.7962415359311231,-0.3608298086877836,-5.389495288941793,4.550116970899876e-06,9.871024487277343e-06,1.0,5193.0
CPTP,72,-0.3671901988825805,0.3705858251063992,0,0,tested,-0.45427359843040177,-0.2801067993347592,-8.407531924586596,2.9342001382862887e-12,7.772891561648619e-12,1.0,7662.0,37,-0.3832824538113482,0.3916691311791326,0,0,tested,-0.513871443823207,-0.25269346379948926,-5.9525144132386,8.042508186990459e-07,1.8932674842181022e-06,1.0,7487.0
CPVL,72,-0.10503891862128947,0.8853783493842159,0,0,tested,-0.3130926306818613,0.10301479343928233,-1.0066710806371992,0.3175114004138982,0.3535277911290963,1.0,13708.0,37,-0.012986841453358086,0.9222759634186618,0,0,tested,-0.3204889573655093,0.2945152744587931,-0.08565318376789412,0.9322167245609245,0.9424811237944244,1.0,17368.0
CPXCR1,72,0.0009403358856929292,0.012302604334238795,0,0,tested,-0.0019506344000962753,0.0038313061714821336,0.6485630488978926,0.5187130710666982,0.5531562473407697,1.0,18698.0,37,-0.00014943097361302967,0.0050510374168356124,0,0,tested,-0.0018335306952094051,0.0015346687479833457,-0.1799537505166141,0.8581980160329193,0.8769754442605441,1.0,18876.0
CPXM1,72,-0.6311583489395469,1.1593629677922863,0,0,tested,-0.9035952898727747,-0.35872140800631913,-4.619395591572334,1.6728053384633356e-05,2.8173953508308527e-05,1.0,4698.0,37,-0.45645667145181434,1.2258051552165785,0,0,tested,-0.8651604584700738,-0.047752884433554854,-2.2650561763391983,0.029625538083637652,0.04038099393615379,1.0,6526.0
CPXM2,72,-0.39539470866769405,1.0043374168059356,0,0,tested,-0.6314024310985965,-0.15938698623679157,-3.340546016497512,0.00133557276948584,0.0019399523498413603,1.0,7220.0,37,-0.3658297717226107,0.9223096559362313,0,0,tested,-0.6733431212794128,-0.05831642216580868,-2.412699046984392,0.02105432396517807,0.02926532464736502,1.0,7762.0
CPZ,72,-0.16323632719305106,0.7072557805704748,0,0,tested,-0.32943328765218804,0.002960633266085949,-1.9584232533427695,0.054109573147851496,0.06700270470216178,1.0,11992.0,37,-0.019667225440729647,0.6933503819949484,0,0,tested,-0.2508417523595896,0.2115073014781303,-0.172540558269527,0.8639789652511295,0.8821679960985217,1.0,16936.0
CR1,72,-0.33383737458597634,0.6620098717973512,0,0,tested,-0.4894020677411415,-0.17827268143081118,-4.278945340963454,5.7685119038266e-05,9.326439405770156e-05,1.0,8219.0,37,-0.4350081101608675,0.6769094661142887,0,0,tested,-0.6607009628072065,-0.20931525751452848,-3.9090176239544685,0.000392829179175807,0.0006793786160839709,1.0,6797.0
CR1L,72,0.030792107507204798,0.5008224164315384,0,0,tested,-0.08689539060498322,0.14847960561939283,0.5217012811968512,0.6035020517023215,0.6345013553643505,1.0,16401.0,37,-0.010630517160629195,0.4434819083503272,0,0,tested,-0.15849474716938547,0.1372337128481271,-0.14580732662331564,0.8848868696285773,0.9004537948689768,1.0,17549.0
CR2,72,-2.016279138337771,1.330551875422225,0,0,tested,-2.328943500373824,-1.703614776301718,-12.858345573617086,3.229499741177757e-20,1.5649576345182224e-19,1.0,647.0,37,-2.283970001367431,1.3261198225280368,0,0,tested,-2.726120363682909,-1.8418196390519532,-10.476313609548853,1.7661206857824683e-12,8.924972688104564e-12,1.0,516.0
