gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q,finite_fraction,abs_effect_rank
DNPEP,61,0.6872311414931331,0.37330816242177695,11,11,tested,0.591622481691135,0.7828398012951313,14.37805904188982,4.234768799228986e-21,1.6934869865437067e-20,0.8472222222222222,1845.0
DNPH1,72,-0.45347681144552404,0.39958298166154443,0,0,tested,-0.5473742087206395,-0.35957941417040856,-9.629735295050775,1.6283120043397802e-14,4.195273475032818e-14,1.0,2826.0
DNTT,4,0.2407874775227486,0.5532904372598882,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
DNTTIP1,72,0.23161618531506922,0.3068163222654666,0,0,tested,0.1595178842751805,0.30371448635495796,6.405553944179297,1.416713232383282e-08,2.5514777221858124e-08,1.0,4564.0
DNTTIP2,72,0.2163269493523163,0.18283546621878122,0,0,tested,0.17336272115586288,0.25929117754876974,10.039600478216759,2.9066808607588964e-15,7.837431420338852e-15,1.0,4722.0
DOCK1,57,0.10649992739184337,0.37116975257381046,15,15,below_cohort_completeness,,,,,,0.7916666666666666,
DOCK1.1,45,0.040791944223330455,0.376671549968621,27,27,below_cohort_completeness,,,,,,0.625,
DOCK10,4,0.7192446391329477,0.3610721135403096,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
DOCK10.1,22,0.39402394752765896,0.4731744110595895,50,50,below_cohort_completeness,,,,,,0.3055555555555556,
DOCK11,72,0.44611485216463465,0.4543522556546657,0,0,tested,0.3393473064732442,0.5528823978560251,8.331443277175893,4.060609271559156e-12,9.041787966031915e-12,1.0,2875.0
DOCK2,72,1.1667770600884921,0.4697179668593855,0,0,tested,1.0563987492854225,1.2771553708915617,21.07739612783751,2.8110256944292045e-32,5.252900450796476e-31,1.0,685.0
DOCK4,72,0.7578556744489919,0.2237137013624418,0,0,tested,0.7052855319334921,0.8104258169644918,28.74485827019017,7.640572879861042e-41,1.5384293493600207e-38,1.0,1597.0
DOCK5,72,0.4284917471200002,0.23791398500252464,0,0,tested,0.3725847015441454,0.484398792695855,15.28230062143551,3.806157833341125e-24,2.1141238061882357e-23,1.0,2983.0
DOCK6,72,0.10147855628465179,0.3201455037698064,0,0,tested,0.026248051150732768,0.1767090614185708,2.6896335990584848,0.008909370899942204,0.01115957592972543,1.0,6328.0
DOCK7,72,-0.3006376307572363,0.18725403286772152,0,0,tested,-0.3446401712118768,-0.25663509030259585,-13.623177293391823,1.715851325466677e-21,7.072398452051493e-21,1.0,3924.0
DOCK8,72,0.5705508469825935,0.29266128459372254,0,0,tested,0.5017788167217585,0.6393228772434285,16.542278496720865,4.63682445216224e-26,3.127720614548968e-25,1.0,2263.0
DOCK9,2,0.41625949850329924,0.5236426223723586,70,70,below_cohort_completeness,,,,,,0.027777777777777776,
DOCK9.1,72,0.17313715722469267,0.34671762745026363,0,0,tested,0.09166250915132092,0.25461180529806443,4.237216048664971,6.691997241488554e-05,9.650375252094685e-05,1.0,5211.0
DOHH,72,0.30956443812773043,0.20078621004029804,0,0,tested,0.2623819919356456,0.35674688431981527,13.082279706582781,1.3571460273900723e-20,5.2223860987098147e-20,1.0,3849.0
DOK1,72,0.7094682560735948,0.2862414126045754,0,0,tested,0.6422048217697591,0.7767316903774304,21.031330596425956,3.2147167813304294e-32,5.911262318912164e-31,1.0,1753.0
DOK2,72,0.9317208686755758,0.5123882044733926,0,0,tested,0.8113155436177807,1.052126193733371,15.42953890027104,2.2507140626824043e-24,1.274340849236768e-23,1.0,1118.0
DOK3,50,1.431753401016592,0.41881121198599597,22,22,below_cohort_completeness,,,,,,0.6944444444444444,
DOK4,7,-0.09270472555399978,0.19970449275825855,65,65,below_cohort_completeness,,,,,,0.09722222222222222,
DOLK,62,-0.019462492746689118,0.4745355479599347,10,10,tested,-0.13997195740585022,0.101046971912472,-0.3229427632853897,0.7478429979173286,0.7664962465291631,0.8611111111111112,7711.0
DOLPP1,38,-0.43540431311871575,0.4893166592440092,34,34,below_cohort_completeness,,,,,,0.5277777777777778,
DOP1A,60,0.005761072491521112,0.42102517328010375,12,12,tested,-0.1030012627012289,0.11452340768427112,0.10599146669603356,0.9159486763501091,0.9221313299154724,0.8333333333333334,7961.0
DOP1B,72,0.4622113336351527,0.3163057662613562,0,0,tested,0.3878831225798351,0.5365395446904704,12.399373133829236,1.9464015141369705e-19,6.887661597038295e-19,1.0,2774.0
DOT1L,19,-0.0776333263360426,0.5858553197191151,53,53,below_cohort_completeness,,,,,,0.2638888888888889,
DPAGT1,60,0.1807836980730367,0.4456858375626507,12,12,tested,0.06565083777871554,0.29591655836735786,3.1419991074059515,0.0026238903217659804,0.0034178898029279,0.8333333333333334,5127.0
DPCD,72,0.6330963813443193,0.38172277036587643,0,0,tested,0.5433959279642452,0.7227968347243935,14.073042924763952,3.160617167999605e-22,1.4079430680900895e-21,1.0,2036.0
DPEP1,72,-1.5654334860921135,0.8344463099356761,0,0,tested,-1.7615187556473382,-1.3693482165368889,-15.91851200488945,4.00972928495296e-25,2.4446903604096245e-24,1.0,257.0
DPF2,69,-0.2985104333854152,0.5709915769092574,3,3,tested,-0.43567758704900883,-0.1613432797218216,-4.3426453026002685,4.800891702696119e-05,6.993377061587004e-05,0.9583333333333334,3941.0
DPF3,17,-0.29971987659674776,0.7853471073612042,55,55,below_cohort_completeness,,,,,,0.2361111111111111,
DPH1,72,-0.001942724568265093,0.2776667348651616,0,0,tested,-0.06719120838833416,0.06330575925180397,-0.05936816523009344,0.9528256539901594,0.9561497404979746,1.0,8029.0
DPH2,72,0.07072272762694891,0.2148977683967459,0,0,tested,0.020224227793999308,0.12122122745989851,2.7925010480350068,0.006716212024583406,0.008486409106682578,1.0,6832.0
DPH3,69,-0.030279253741272973,0.4103392762713257,3,3,tested,-0.12885351094342712,0.06829500346088119,-0.6129522232531788,0.5419526065012114,0.5684185822061149,0.9583333333333334,7517.0
DPH5,72,0.04632556750707055,0.23347159657125252,0,0,tested,-0.008537567966189215,0.10118870298033031,1.6836543754855107,0.09664065575470512,0.11032513698772432,1.0,7228.0
DPH6,72,0.1088975211564834,0.27001062205398474,0,0,tested,0.04544813564441759,0.17234690666854924,3.4221842864578624,0.0010343962660249448,0.0013866557134761827,1.0,6193.0
DPH7,36,0.4090671372352585,0.4611024266497879,36,36,below_cohort_completeness,,,,,,0.5,
DPM1,72,-0.24465572966255492,0.28439947992985154,0,0,tested,-0.31148633100790624,-0.1778251283172036,-7.299495436906116,3.305146466606399e-10,6.538847860979596e-10,1.0,4413.0
DPM3,71,-0.28834346268909833,0.4265454481156606,1,1,tested,-0.389305123053492,-0.18738180232470464,-5.696052351438581,2.6704427927035105e-07,4.4649670443085055e-07,0.9861111111111112,4021.0
DPP3,72,0.17885956243550116,0.2721096290539825,0,0,tested,0.114916934460149,0.24280219041085332,5.577434797198355,4.1522520038647583e-07,6.869810525703937e-07,1.0,5148.0
DPP4,72,-0.26453657051022833,0.6600402385647756,0,0,tested,-0.4196384225469945,-0.10943471847346214,-3.400803622876546,0.0011063863635609864,0.0014794680013481961,1.0,4239.0
DPP6,11,0.6412819552574368,0.5634800121663701,60,61,below_cohort_completeness,,,,,,0.1527777777777778,
DPP7,72,-0.5415519624830432,0.5073005461048321,0,0,tested,-0.6607617464368445,-0.4223421785292419,-9.058182207219865,1.8330379617093014e-13,4.428100702941426e-13,1.0,2390.0
DPP8,72,0.16002629328391715,0.2106886044948075,0,0,tested,0.1105168984760438,0.20953568809179052,6.4449054045726815,1.2030358343252906e-08,2.1778490918534256e-08,1.0,5388.0
DPP9,72,1.1071164156802784,0.34497583989551056,0,0,tested,1.0260510676159247,1.1881817637446321,27.231455698262902,2.5943009618548493e-39,3.0944332000026982e-37,1.0,769.0
DPT,72,-0.19915452645080942,0.779598817887412,0,0,tested,-0.38235126724791546,-0.0159577856537034,-2.1676305236937967,0.0335413823710801,0.0398910652121499,1.0,4909.0
DPY19L1,61,0.600405227410869,0.32121096626808926,11,11,tested,0.5181392790871916,0.6826711757345464,14.598862508587587,2.072888114047439e-21,8.491882436692815e-21,0.8472222222222222,2146.0
DPY19L3,27,0.15030565010393257,0.4346425251152854,45,45,below_cohort_completeness,,,,,,0.375,
DPY19L4,12,0.15388282616975008,0.40633055092222836,60,60,below_cohort_completeness,,,,,,0.16666666666666666,
DPY30,72,-0.005813644630393219,0.18234127500741504,0,0,tested,-0.04866174358552968,0.03703445432474325,-0.27053891389490176,0.7875305829167818,0.8033909201788171,1.0,7959.0
DPYD,72,-0.06448128950054571,0.38706901328681476,0,0,tested,-0.15543804837538644,0.026475469374295,-1.413551242812708,0.1618632785900558,0.18116270786052105,1.0,6935.0
DPYS,72,-1.092077378669379,0.5782771416655641,0,0,tested,-1.2279658448906003,-0.9561889124481575,-16.024468499240317,2.7700464628002287e-25,1.72544116097394e-24,1.0,790.0
DPYSL2,72,0.4421481095758523,0.29220055736602235,0,0,tested,0.37348434490569626,0.5108118742460084,12.839643950915457,3.472974480594189e-20,1.2985764376372145e-19,1.0,2902.0
DPYSL3,72,0.3859283451013989,0.7359319791228514,0,0,tested,0.21299280834800596,0.5588638818547919,4.449746296366553,3.117679061757662e-05,4.595495454501503e-05,1.0,3256.0
DPYSL4,41,0.4874819897288434,0.47399702893800977,31,31,below_cohort_completeness,,,,,,0.5694444444444444,
DPYSL5,62,0.4393667233904109,0.720830140331149,9,9,tested,0.25631014376230477,0.622423303018517,4.799434493631935,1.0676609246983816e-05,1.6181673104103813e-05,0.8611111111111112,2919.0
DR1,72,0.11509658988006348,0.2568744215595823,0,0,tested,0.054734060147939856,0.1754591196121871,3.801962626010813,0.00030069649922127666,0.0004178415467094828,1.0,6079.0
DRAM2,30,0.18413080856834999,0.2894278120789903,42,42,below_cohort_completeness,,,,,,0.4166666666666667,
DRAP1,72,0.1372158488804712,0.23757063751925867,0,0,tested,0.08138948600763236,0.19304221175331004,4.900921674975137,5.816777331191128e-06,8.957614651130658e-06,1.0,5731.0
DRG1,72,-0.1155630215498176,0.17407652954665498,0,0,tested,-0.15646900053608107,-0.07465704256355413,-5.6330670013994455,3.323895281726031e-07,5.527700309523322e-07,1.0,6075.0
DRG2,72,-0.009416293111301112,0.1749878518912367,0,0,tested,-0.0505364223496075,0.031703836127005273,-0.4566025337653489,0.6493505762544091,0.6736050413643754,1.0,7877.0
DROSHA,45,0.23568314645012223,0.2529152173062802,27,27,below_cohort_completeness,,,,,,0.625,
DSC1,72,-1.2733664514473377,0.8967572901941607,0,0,tested,-1.4840940835066005,-1.062638819388075,-12.048826088391149,7.807441399244995e-19,2.6543323355643387e-18,1.0,529.0
DSC2,72,-0.1347147173895628,0.4291081643496605,0,0,tested,-0.23555019245006964,-0.033879242329055995,-2.6638791271517657,0.009552323799022166,0.011933366818260358,1.0,5770.0
DSC3,38,-0.6237968301324371,0.7834885274447373,34,34,below_cohort_completeness,,,,,,0.5277777777777778,
DSCC1,16,0.5612315703197387,0.4967113430508863,56,56,below_cohort_completeness,,,,,,0.2222222222222222,
DSE,8,-0.06582307908605023,0.22868683128741762,64,64,below_cohort_completeness,,,,,,0.1111111111111111,
DSG2,72,0.34141726148594526,0.3875899019806384,0,0,tested,0.25033809976897975,0.43249642320291076,7.474450482136007,1.5716502355641647e-10,3.174835966198591e-10,1.0,3574.0
DSN1,72,0.5997481441367073,0.2418951379370521,0,0,tested,0.5429055734863063,0.6565907147871083,21.03817298717951,3.1512327122293947e-32,5.821107400067786e-31,1.0,2152.0
DSP,72,-0.7006420194927501,0.6362037322398608,0,0,tested,-0.850142567152802,-0.5511414718326981,-9.344718329582664,5.433259529446408e-14,1.3564622520198812e-13,1.0,1789.0
DST,72,-0.0059212717258245095,0.3595810725809665,0,0,tested,-0.09041868121096058,0.07857613775931158,-0.13972831307918987,0.8892702723605256,0.8984173072744196,1.0,7952.0
DSTN,72,-0.13234611810928903,0.3592462509339015,0,0,tested,-0.21676484836469406,-0.04792738785388401,-3.1259729169787502,0.0025677560353132046,0.003347476061575356,1.0,5800.0
DSTYK,69,0.06016863614111568,0.33447174807580365,3,3,tested,-0.020180250812317592,0.14051752309454896,1.4942913165142835,0.13972567450050488,0.15719382349868224,0.9583333333333334,7004.0
DTD1,72,0.7027116362747454,0.32152266932580015,0,0,tested,0.6271575131008712,0.7782657594486196,18.545211668110323,6.252733312593664e-29,6.334530075425077e-28,1.0,1782.0
DTD2,33,0.04511036390486672,0.36497651430742506,39,39,below_cohort_completeness,,,,,,0.4583333333333333,
DTL,4,-0.2245620705566007,0.595600374895765,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
DTNA,68,-0.20341320370396201,0.5606611034141383,4,4,tested,-0.33912210226316597,-0.06770430514475803,-2.991804209029306,0.003878980558796704,0.00498903056859608,0.9444444444444444,4862.0
DTNB,57,-0.1581427657698102,0.39027689568282675,15,15,below_cohort_completeness,,,,,,0.7916666666666666,
DTNB.1,72,-0.99632719065437,0.41897212337912615,0,0,tested,-1.0947808128595586,-0.8978735684491814,-20.1782316334609,4.012751090138262e-31,5.973881197776999e-30,1.0,953.0
DTNBP1,72,0.2312267266270888,0.2804806850991766,0,0,tested,0.16531699692027796,0.2971364563338996,6.995219068226491,1.1982158044889724e-09,2.2911752348894075e-09,1.0,4568.0
DTWD1,33,0.28723312398591233,0.3165576809833492,39,39,below_cohort_completeness,,,,,,0.4583333333333333,
DTWD2,72,-0.20665476123401724,0.3445359864209727,0,0,tested,-0.2876167487992081,-0.12569277366882636,-5.089522910544894,2.824233458607119e-06,4.440050024521128e-06,1.0,4818.0
DTX2,29,0.5117070452279864,0.5479712785631463,43,43,below_cohort_completeness,,,,,,0.4027777777777778,
DTX3,68,-0.46425039373508364,0.5618323187242831,4,4,tested,-0.6002427867952393,-0.32825800067492794,-6.813966894786985,3.2560044794823186e-09,6.084422291821483e-09,0.9444444444444444,2768.0
DTX3L,72,0.8414712120072081,0.38170613537721204,0,0,tested,0.7517746676578259,0.9311677563565903,18.705803602414363,3.756290771251825e-29,3.9340917908533417e-28,1.0,1335.0
DTYMK,72,0.007049111820979424,0.28929994058184577,0,0,tested,-0.060933041321593134,0.07503126496355197,0.2067532302951156,0.8367943745908301,0.849772020294357,1.0,7941.0
DUS1L,72,0.07510727795256822,0.26757455270012465,0,0,tested,0.012230340673802992,0.13798421523133345,2.3817899731105086,0.019911586664559337,0.024213788161914673,1.0,6762.0
DUS2,72,-0.21351605046463593,0.278451041217645,0,0,tested,-0.2789488372418988,-0.14808326368737307,-6.50650742114643,9.309736237033204e-09,1.6933291701234288e-08,1.0,4743.0
DUS3L,72,0.012101611759922875,0.2370499768806491,0,0,tested,-0.04360240186113915,0.0678056253809849,0.4331811469293691,0.6661963572145427,0.6897474561005177,1.0,7833.0
DUSP1,12,0.43871805619984233,0.5972413780206682,60,60,below_cohort_completeness,,,,,,0.16666666666666666,
DUSP11,72,0.08492128484299294,0.22700572441961872,0,0,tested,0.03157755483496972,0.13826501485101617,3.174285575383405,0.002221478792469664,0.002905926619222133,1.0,6581.0
DUSP12,72,0.34645607409699464,0.18647917589599108,0,0,tested,0.302635616103933,0.39027653209005625,15.764641056579473,6.878086896529647e-25,4.106457514058545e-24,1.0,3548.0
DUSP14,23,0.2845112551099296,0.3473757782307042,49,49,below_cohort_completeness,,,,,,0.3194444444444444,
DUSP16,25,0.6834869134114403,0.5955942550891808,47,46,below_cohort_completeness,,,,,,0.3472222222222222,
DUSP19,72,0.20681600129080588,0.4070878862439346,0,0,tested,0.11115503789945022,0.30247696468216156,4.310842997169932,5.1469734011547796e-05,7.478571851506512e-05,1.0,4814.0
DUSP22,70,0.1139945914692267,0.5035083233391741,2,2,tested,-0.00606273041274652,0.23405191335119993,1.8942034024557297,0.062389999127617106,0.07238390276200347,0.9722222222222222,6096.0
DUSP23,72,0.021276866764372564,0.4456513781639993,0,0,tested,-0.08344607295559736,0.12599980648434247,0.4051153213116454,0.6866108148167208,0.7096065061637199,1.0,7677.0
DUSP27,19,0.19138796539756725,0.7221533932679152,53,53,below_cohort_completeness,,,,,,0.2638888888888889,
DUSP3,72,0.1171010656027106,0.22388322540479574,0,0,tested,0.06449108689026765,0.16971104431515355,4.438186420914787,3.251466440375827e-05,4.783944229226692e-05,1.0,6050.0
DUSP9,72,-1.6049533279166366,0.7804661284925555,0,0,tested,-1.788353876714057,-1.4215527791192162,-17.449162856300873,2.192983314198377e-27,1.741842959817922e-26,1.0,222.0
DUT,72,-0.4537116236145541,0.4187094288983407,0,0,tested,-0.5521035156431428,-0.3553197315859654,-9.194612118627102,1.0268217007614542e-13,2.514448761913272e-13,1.0,2825.0
DUT.1,11,0.32070258560391857,0.4324304794894298,61,61,below_cohort_completeness,,,,,,0.1527777777777778,
DVL1,72,-0.2040091508452693,0.3190838088526298,0,0,tested,-0.27899016990496023,-0.12902813178557837,-5.425142234782255,7.605762866085276e-07,1.2375113964333497e-06,1.0,4853.0
DVL2,72,0.12368786594779883,0.27368522739379125,0,0,tested,0.05937499051434961,0.18800074138124806,3.8347935514841156,0.00026930725761092813,0.0003751947159312256,1.0,5922.0
DVL3,72,-0.14977781398753598,0.25451866388670213,0,0,tested,-0.20958676780615462,-0.08996886016891734,-4.993374064969737,4.087700057062736e-06,6.354436645354811e-06,1.0,5550.0
DXO,7,-0.0994144471360434,0.9105037824519736,65,65,below_cohort_completeness,,,,,,0.09722222222222222,
DYM,72,-0.019497792736741196,0.2025178479873705,0,0,tested,-0.06708715389696812,0.028091568423485737,-0.8169366759128885,0.416697416682169,0.4438673447901321,1.0,7710.0
DYNC1H1,72,-0.09650300054021779,0.15745078465051188,0,0,tested,-0.13350212101359754,-0.05950388006683806,-5.200705190892693,1.8352482262250328e-06,2.9148272952112827e-06,1.0,6412.0
DYNC1I1,4,0.2702902997560488,0.3940706746248413,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
DYNC1I2,72,0.03601107391413833,0.48107076963905104,0,0,tested,-0.07703501475163124,0.14905716257990792,0.635174934821403,0.5273561174134628,0.5540472436274497,1.0,7425.0
DYNC1I2.1,72,-0.01376439622904169,0.2890231837803508,0,0,tested,-0.08168151471165323,0.05415272225356986,-0.4041017520542147,0.6873525628008562,0.710190832687376,1.0,7812.0
DYNC1LI1,72,-0.4464583440632281,0.159923844484737,0,0,tested,-0.48403860510664354,-0.40887808301981265,-23.688304164140195,1.9534715553878042e-35,8.194406201611132e-34,1.0,2870.0
DYNC1LI2,72,0.05430510290271975,0.1898520551183903,0,0,tested,0.009692057149814914,0.09891814865562458,2.4271218865616655,0.01775852603723741,0.02165765728405665,1.0,7098.0
DYNC2H1,72,-0.02296974174465355,0.25421050769983977,0,0,tested,-0.08270628240948802,0.03676679892018092,-0.7667060011032807,0.44579822310492895,0.47342548640388943,1.0,7643.0
DYNC2LI1,7,-0.07486282626498512,0.3338542738828654,65,65,below_cohort_completeness,,,,,,0.09722222222222222,
DYNC2LI1.1,64,0.03572375224951742,0.28884251820017015,8,8,tested,-0.03642696206588071,0.10787446656491555,0.9894319568218298,0.3262368366352564,0.35273345177344007,0.8888888888888888,7434.0
DYNLL1,72,0.04015421288062463,0.37912903983074203,0,0,tested,-0.048936743704892795,0.12924516946614206,0.8986908383628045,0.3718550696843275,0.3990567263474449,1.0,7347.0
DYNLL2,72,-0.7352529050535908,0.3274664429415573,0,0,tested,-0.8122037465516323,-0.6583020635555492,-19.051807948820798,1.265383940778117e-29,1.4374333228528848e-28,1.0,1667.0
DYNLRB1,72,0.05090374858951249,0.15751862466907962,0,0,tested,0.013888686493323602,0.08791881068570138,2.742105136411213,0.007719972309862642,0.009710550832989804,1.0,7158.0
DYNLT1,72,0.14504838125210437,0.2773862512436674,0,0,tested,0.07986580785176112,0.21023095465244762,4.437048780477487,3.2649298770792705e-05,4.802875841095241e-05,1.0,5624.0
DYNLT3,72,-0.4196547045080211,0.3772726383763774,0,0,tested,-0.5083094281385269,-0.3309999808775153,-9.43850119398551,3.6528057565448195e-14,9.20228262846793e-14,1.0,3038.0
DYRK1A,72,0.14947082181850746,0.19230752863746087,0,0,tested,0.10428076807702422,0.1946608755599907,6.595175910973942,6.431117818536483e-09,1.1828322199244768e-08,1.0,5555.0
DYRK1B,41,0.13393530773774634,0.43120915884488725,31,31,below_cohort_completeness,,,,,,0.5694444444444444,
DYSF,4,0.5183747246630742,0.11599351556275606,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
DYSF.1,68,0.734032696702756,0.6312664906601219,4,4,tested,0.5812336535318599,0.886831739873652,9.588642470147905,3.41722787809568e-14,8.616892088347717e-14,0.9444444444444444,1672.0
DZIP3,46,-0.11938043442467838,0.443432675971353,26,26,below_cohort_completeness,,,,,,0.6388888888888888,
E2F3,15,-0.17058014772281344,0.4129346003312993,57,57,below_cohort_completeness,,,,,,0.20833333333333334,
E2F4,72,0.01828982756334467,0.2338557970304922,0,0,tested,-0.03666359059163617,0.07324324571832552,0.6636326109164107,0.5090746753820876,0.5358890910374243,1.0,7737.0
E2F5,3,-0.32572121273076776,0.2159156114350979,69,69,below_cohort_completeness,,,,,,0.041666666666666664,
E4F1,41,0.03538710155733892,0.3717394082292099,31,31,below_cohort_completeness,,,,,,0.5694444444444444,
EAF1,33,0.48707394624443645,0.693095968842957,39,39,below_cohort_completeness,,,,,,0.4583333333333333,
EAF2,32,-2.541675834901221,1.481804974530003,40,37,below_cohort_completeness,,,,,,0.4444444444444444,
EAPP,72,0.35539541149629716,0.3533094114436978,0,0,tested,0.27237177012543934,0.438419052867155,8.535379947386266,1.7001105139706054e-12,3.878949031025285e-12,1.0,3489.0
EARS2,72,-0.9115507214942211,0.48860635927958107,0,0,tested,-1.026367586911385,-0.7967338560770572,-15.830257244652037,5.462273287645596e-25,3.2904374763423807e-24,1.0,1161.0
EBAG9,72,-0.05315417314158573,0.3202858162928962,0,0,tested,-0.12841765010195355,0.022109303818782094,-1.4082050855130328,0.1634341802014915,0.18281928990872398,1.0,7118.0
EBF1,18,0.3276053170404769,0.5840759256193288,54,54,below_cohort_completeness,,,,,,0.25,
EBF2,4,0.8434104204016255,0.47165730976284664,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
EBI3,14,-0.012927014514678866,0.4054421875418605,58,58,below_cohort_completeness,,,,,,0.19444444444444445,
EBNA1BP2,72,1.0815341894192405,0.40599662480370313,0,0,tested,0.9861296598944083,1.1769387189440728,22.603936467497416,3.704780385980079e-34,1.0618612536898063e-32,1.0,804.0
EBP,55,-0.7169223837857034,0.6035310123503244,17,17,below_cohort_completeness,,,,,,0.7638888888888888,
ECD,72,0.1358343280818065,0.25744404416884764,0,0,tested,0.07533794359887075,0.19633071256474227,4.477060239540141,2.8224354000514316e-05,4.174819965475525e-05,1.0,5754.0
ECE1,72,0.2318982460196749,0.291403478224536,0,0,tested,0.1634217857649788,0.300374706274371,6.752568224848526,3.3271745635211175e-09,6.215974004778261e-09,1.0,4560.0
ECH1,72,-0.6652597373387917,0.5816843683553957,0,0,tested,-0.8019488625790012,-0.5285706120985822,-9.70443141566902,1.1884004959710328e-14,3.0935286343085644e-14,1.0,1918.0
ECHDC1,72,-0.742925664989524,0.4734880455863148,0,0,tested,-0.8541899008600451,-0.6316614291190028,-13.31381724700847,5.574438814263844e-21,2.210562787300886e-20,1.0,1640.0
ECHDC2,72,-1.0399664990796165,0.5634473261431174,0,0,tested,-1.1723701295006803,-0.9075628686585526,-15.661461071928017,9.893248574376816e-25,5.833105711422466e-24,1.0,871.0
ECHDC3,72,-1.300390463531075,0.6408724684271365,0,0,tested,-1.4509881104087325,-1.1497928166534175,-17.217433300760078,4.7374585723019304e-27,3.602973686621317e-26,1.0,490.0
ECHS1,72,-1.683199513607021,0.6573137666083202,0,0,tested,-1.8376606761444743,-1.5287383510695678,-21.728468514562053,4.315224038145716e-33,9.627372410865817e-32,1.0,180.0
ECI1,72,-0.96557810109761,0.519960676883843,0,0,tested,-1.087762869932821,-0.843393332262399,-15.757349047467534,7.056766620197567e-25,4.2068984721740345e-24,1.0,1038.0
ECI2,72,-1.402303291446186,0.5276037054465181,0,0,tested,-1.52628408394174,-1.2783224989506319,-22.552794601530575,4.267606184140292e-34,1.2188404328746779e-32,1.0,384.0
ECM1,72,-0.018341211657927778,0.5676802208820761,0,0,tested,-0.15173952357737536,0.11505710026151982,-0.2741514252868621,0.7847643078246017,0.8008732558564803,1.0,7735.0
ECM2,45,0.5427291331630759,0.6949037260971355,27,27,below_cohort_completeness,,,,,,0.625,
ECPAS,72,0.034340437071970674,0.13867166279678045,0,0,tested,0.0017541938884230307,0.06692668025551832,2.1012820153244,0.03916664506593872,0.04629412376886857,1.0,7455.0
ECSCR,56,1.1094777894253183,0.7178869152340221,16,16,below_cohort_completeness,,,,,,0.7777777777777778,
ECSIT,72,-0.5467887401703484,0.36810106631080775,0,0,tested,-0.6332882500269913,-0.46028923031370544,-12.604300115483273,8.700427373196892e-20,3.1650064166092036e-19,1.0,2376.0
ECT2,30,0.3677224790364095,0.425454676141325,42,42,below_cohort_completeness,,,,,,0.4166666666666667,
EDARADD,7,0.004175684357856773,0.5331184510735136,65,65,below_cohort_completeness,,,,,,0.09722222222222222,
EDC3,72,0.10754678701599299,0.17249721537649235,0,0,tested,0.06701192866515135,0.14808164536683463,5.290315827616372,1.293232295081601e-06,2.074839224021357e-06,1.0,6215.0
EDC4,72,0.16998780809294844,0.13972181357510094,0,0,tested,0.13715479157480906,0.20282082461108783,10.323329943634349,8.886286767102377e-16,2.4653859325608866e-15,1.0,5269.0
EDEM1,8,0.6095641311013255,0.24563174572693094,64,64,below_cohort_completeness,,,,,,0.1111111111111111,
EDEM2,32,0.2613629752672883,0.5045668079398496,40,40,below_cohort_completeness,,,,,,0.4444444444444444,
EDEM3,69,0.20463669289355862,0.2773603506260308,3,3,tested,0.13800746161760397,0.2712659241695133,6.128633860541198,5.060289394892288e-08,8.823461958532687e-08,0.9583333333333334,4841.0
EDF1,72,0.11453840727266636,0.21193362825101802,0,0,tested,0.06473644622544081,0.1643403683198919,4.585825392063701,1.8937668123014154e-05,2.829233519991764e-05,1.0,6088.0
EDIL3,62,0.8377044142433568,0.6549618984119072,10,10,tested,0.6713752359782317,1.004033592508482,10.070954004866929,1.3596112894202118e-14,3.530080375561053e-14,0.8611111111111112,1350.0
EDNRB,22,0.9974895606496371,0.566460084415033,50,50,below_cohort_completeness,,,,,,0.3055555555555556,
EDRF1,19,0.07611113045729462,0.4973397371810544,53,53,below_cohort_completeness,,,,,,0.2638888888888889,
EEA1,72,0.14106822895434276,0.22556545038250883,0,0,tested,0.08806294675229265,0.19407351115639287,5.3066797845736335,1.2128596004474543e-06,1.9513326452264877e-06,1.0,5680.0
EEF1A1,72,0.027024078156090217,0.20749076440298872,0,0,tested,-0.021733861071079413,0.07578201738325985,1.105142716561975,0.2728287365494191,0.2979474771754605,1.0,7577.0
EEF1A2,72,0.5183206713922593,0.6463583210547046,0,0,tested,0.36643391234715783,0.6702074304373609,6.804425031104898,2.6761236235135287e-09,5.025297193699687e-09,1.0,2514.0
EEF1AKMT1,72,0.4664601591894497,0.23652425456103696,0,0,tested,0.41087968425688676,0.5220406341220126,16.734206426061014,2.410711337994517e-26,1.6839435486737066e-25,1.0,2759.0
EEF1AKMT2,22,0.08775403619118984,0.6822293498844103,50,50,below_cohort_completeness,,,,,,0.3055555555555556,
EEF1AKMT2.1,16,0.1724460411327506,0.19518205562270516,56,56,below_cohort_completeness,,,,,,0.2222222222222222,
EEF1AKMT4,41,0.2294179817821994,0.3905429110876353,31,31,below_cohort_completeness,,,,,,0.5694444444444444,
EEF1B2,72,-0.07903293846316856,0.16348324756515964,0,0,tested,-0.1174496182242055,-0.04061625870213161,-4.102051621072544,0.00010769915910560989,0.000153632488033401,1.0,6693.0
