gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q,finite_fraction,abs_effect_rank
LGI2,14,-0.8551015376378354,0.5923212080386709,58,58,below_cohort_completeness,,,,,,0.19444444444444445,
LGI4,9,0.7465711857262327,0.6779651583653561,63,63,below_cohort_completeness,,,,,,0.125,
LGMN,72,-0.5264690888528518,0.5218813584704438,0,0,tested,-0.6491051957336076,-0.4038329819720961,-8.559873391240226,1.5313821241863042e-12,3.5029115672242245e-12,1.0,2472.0
LGSN,43,0.13187030944409964,0.6745985157440828,29,28,below_cohort_completeness,,,,,,0.5972222222222222,
LHFPL2,12,0.24135049010292495,0.5012537042454721,60,60,below_cohort_completeness,,,,,,0.16666666666666666,
LHPP,72,-0.9801027265275685,0.4696579430154868,0,0,tested,-1.0904669324188296,-0.8697385206363073,-17.70745610485839,9.363820009684917e-28,7.83952249043683e-27,1.0,1001.0
LIAS,72,-0.553240053862947,0.4102973905269965,0,0,tested,-0.6496552137855706,-0.45682489394032333,-11.441451086238697,8.964335248217588e-18,2.8413520696239455e-17,1.0,2351.0
LIFR,24,-0.1267146337968126,0.485067959053103,48,48,below_cohort_completeness,,,,,,0.3333333333333333,
LIG1,72,0.5247135004697089,0.25121664262602794,0,0,tested,0.4656804836062507,0.5837465173331671,17.72311597593911,8.89520894928458e-28,7.470491436656726e-27,1.0,2479.0
LIG3,72,-0.06475567056113192,0.21012950177315712,0,0,tested,-0.11413368267058777,-0.015377658451676067,-2.6149116647212898,0.010892534018426998,0.013544614633998928,1.0,6931.0
LIG4,72,-0.22734519553272184,0.24313323346040536,0,0,tested,-0.28447870436757067,-0.170211686697873,-7.934283296942149,2.213866649856644e-11,4.722055613862662e-11,1.0,4603.0
LILRA2,8,0.37482007275319995,0.21589605499082273,64,64,below_cohort_completeness,,,,,,0.1111111111111111,
LILRA3,19,0.6509224724577781,0.4747448803286762,53,53,below_cohort_completeness,,,,,,0.2638888888888889,
LILRB1,24,1.1071526959230913,0.716914596048615,48,48,below_cohort_completeness,,,,,,0.3333333333333333,
LILRB2,45,1.3285101910098036,0.4805687154880758,27,27,below_cohort_completeness,,,,,,0.625,
LILRB3,25,0.694717012223204,0.3866043450710507,47,47,below_cohort_completeness,,,,,,0.3472222222222222,
LILRB4,17,1.1749320592070887,0.6927411462149221,55,55,below_cohort_completeness,,,,,,0.2361111111111111,
LILRB5,52,0.2853787352223192,0.5216542045318829,20,20,below_cohort_completeness,,,,,,0.7222222222222222,
LIMA1,71,-0.09033126458199142,0.3614606355708202,1,1,tested,-0.1758876011571822,-0.004774928006800655,-2.1057473198050394,0.0388149051613752,0.04590532249188192,0.9861111111111112,6498.0
LIMA1.1,72,-0.008550593878771273,0.41365978002560844,0,0,tested,-0.10575587659699551,0.08865468883945296,-0.17539581675966803,0.8612678848503564,0.8720959950446028,1.0,7900.0
LIMCH1,72,-0.1832178510281407,0.3539088368649361,0,0,tested,-0.26638235046727954,-0.10005335158900186,-4.392812094009423,3.832494588111545e-05,5.617272322593336e-05,1.0,5099.0
LIMCH1.1,50,-0.05746777545254233,0.3866425187958128,22,22,below_cohort_completeness,,,,,,0.6944444444444444,
LIMD1,72,0.09858765968238643,0.2283634646496932,0,0,tested,0.044924876362208654,0.1522504430025642,3.6632130875925046,0.0004763342571023582,0.0006535598137482781,1.0,6384.0
LIMD2,68,0.6123462073541012,0.5873629848597256,4,4,tested,0.4701740765528659,0.7545183381553364,8.59696016755397,2.0232979388586035e-12,4.599390798635956e-12,0.9444444444444444,2097.0
LIME1,72,-0.9593721213369167,1.0959694598024576,0,0,tested,-1.2169123182205541,-0.7018319244532792,-7.427709156796368,1.9172424208820813e-10,3.848821150993091e-10,1.0,1056.0
LIME1.1,69,-0.06586058118011001,0.5385034318756039,3,3,tested,-0.19522323025504054,0.06350206789482052,-1.0159249558556795,0.3132662663412035,0.33962128269108266,0.9583333333333334,6914.0
LIMK1,68,0.4962664638187736,0.44714333687382424,4,4,tested,0.38803471851717225,0.6044982091203749,9.152139280804972,2.0453394317321254e-13,4.927658924071355e-13,0.9444444444444444,2605.0
LIMK2,11,0.20673652678587165,0.32267351661650734,61,61,below_cohort_completeness,,,,,,0.1527777777777778,
LIMS1,72,-0.18134085791301655,0.379551603474033,0,0,tested,-0.2705311120865422,-0.09215060373949092,-4.054068511247995,0.00012727149336624454,0.00018087958489001825,1.0,5120.0
LIMS1.1,19,0.07674296020073178,0.36577957375432285,53,53,below_cohort_completeness,,,,,,0.2638888888888889,
LIMS1.2,72,0.7543233104674577,0.5647882558121511,0,0,tested,0.621604577022417,0.8870420439124984,11.332823355647742,1.3931483515354787e-17,4.360830479310822e-17,1.0,1607.0
LIMS2,56,-0.3283367195556962,0.7243125307607954,16,16,below_cohort_completeness,,,,,,0.7777777777777778,
LIN28A,12,-0.09818311062381772,0.7897928492004515,60,60,below_cohort_completeness,,,,,,0.16666666666666666,
LIN37,50,-0.27537082609746827,0.6832757780771166,22,22,below_cohort_completeness,,,,,,0.6944444444444444,
LIN52,10,0.15368749295513878,0.21026044420251852,62,62,below_cohort_completeness,,,,,,0.1388888888888889,
LIN54,48,0.29163925212205655,0.6730559532646205,24,24,below_cohort_completeness,,,,,,0.6666666666666666,
LIN7A,72,-0.6375554959967709,0.5266919129483494,0,0,tested,-0.7613220277596054,-0.5137889642339363,-10.271351509730422,1.1035338554330086e-15,3.0405283651900855e-15,1.0,2016.0
LIN7B,43,-0.46723032001612574,0.3973429768174802,29,29,below_cohort_completeness,,,,,,0.5972222222222222,
LIN7C,72,-0.8174123108860335,0.31025779849393786,0,0,tested,-0.8903193191919172,-0.7445053025801498,-22.355516896926893,7.380917227178431e-34,1.988157436377762e-32,1.0,1409.0
LIN9,41,0.09102552140950493,0.39831990817604085,31,31,below_cohort_completeness,,,,,,0.5694444444444444,
LIPA,72,0.9110441783074178,0.4946221471672148,0,0,tested,0.7948136720418395,1.027274684572996,15.629033680707808,1.10936605638675e-24,6.507526742999915e-24,1.0,1163.0
LIPC,64,-0.9025686312455077,0.6561936355946422,8,8,tested,-1.0664809244646145,-0.7386563380264008,-11.003686500892082,2.6274678088542317e-16,7.52012286158919e-16,0.8888888888888888,1182.0
LIPE,64,-0.15278730669322005,0.5243756577221885,8,8,tested,-0.28377244873537366,-0.021802164651066464,-2.3309595621872434,0.022969396646778984,0.027772935083794918,0.8888888888888888,5508.0
LIPG,17,-0.8696564761116595,0.9115661334845395,55,55,below_cohort_completeness,,,,,,0.2361111111111111,
LIPT1,62,-0.25303453833433415,0.4485630962758954,10,10,tested,-0.36694823527538584,-0.13912084139328246,-4.441729522073831,3.822861607132238e-05,5.604173167790871e-05,0.8611111111111112,4349.0
LIPT2,72,-0.22422774179573088,0.4088370784225935,0,0,tested,-0.32029974519741705,-0.1281557383940447,-4.6537742818919074,1.4725797259853158e-05,2.2135418277502302e-05,1.0,4634.0
LIX1L,72,0.48277133106445397,0.3546484736474271,0,0,tested,0.39943302550245163,0.5661096366264563,11.55073513038731,5.760387249255899e-18,1.849846846312082e-17,1.0,2678.0
LLGL1,72,0.0468840525150398,0.24176881568805117,0,0,tested,-0.009928833862147678,0.10369693889222728,1.6454743198477424,0.10429234775266318,0.11877411889139554,1.0,7220.0
LLGL2,72,-1.2024862244081833,0.37655928742044237,0,0,tested,-1.290973318782239,-1.1139991300341276,-27.09648733575573,3.5806703925742886e-39,3.79456833444649e-37,1.0,632.0
LLPH,60,0.9365839208151079,0.36773768696740405,12,12,tested,0.8415872030147059,1.03158063861551,19.728051033094612,1.1643402678219669e-27,9.588544495948999e-27,0.8333333333333334,1105.0
LMAN1,72,0.3392205922119612,0.3739063999183694,0,0,tested,0.251356895838172,0.4270842885857504,7.6981356122354025,6.062685941115924e-11,1.2588005302848066e-10,1.0,3595.0
LMAN2,72,0.851623432162114,0.3390140291383724,0,0,tested,0.7719590409423543,0.9312878233818737,21.31553217769884,1.409518987330367e-32,2.8595128271936465e-31,1.0,1301.0
LMAN2L,72,0.24293605277971375,0.3812931203561729,0,0,tested,0.15333656220211594,0.33253554335731156,5.406288898832399,8.194185728930865e-07,1.3294917780179126e-06,1.0,4436.0
LMBRD1,72,-0.30388127190666825,0.41721430142711735,0,0,tested,-0.40192182620420885,-0.20584071760912764,-6.180320491578394,3.595089382643219e-08,6.330312612113793e-08,1.0,3897.0
LMBRD2,72,0.27759981140472334,0.3058799215123145,0,0,tested,0.2057215537539745,0.3494780690554722,7.7007751851074255,5.994850793705251e-11,1.245679264512438e-10,1.0,4112.0
LMCD1,72,-0.37702933154968105,0.6218483329580513,0,0,tested,-0.5231565257605897,-0.23090213733877246,-5.144662765793631,2.2816904947065527e-06,3.608233898363749e-06,1.0,3332.0
LMF1,72,-0.4261370437520693,0.4847248375748823,0,0,tested,-0.5400417962858902,-0.3122322912182483,-7.45968112200135,1.6735433322964057e-10,3.374741611996808e-10,1.0,2995.0
LMF2,72,0.31783884218373937,0.32908323960226915,0,0,tested,0.24050807209681582,0.39516961227066294,8.19534902734876,7.261226337833663e-12,1.589182525133487e-11,1.0,3772.0
LMNA,72,0.1776465265550676,0.35251511851096584,0,0,tested,0.09480953487271108,0.2604835182374241,4.276074085398416,5.827892164212733e-05,8.443576810679861e-05,1.0,5163.0
LMNB1,72,0.9753681879976401,0.427015610743084,0,0,tested,0.8750244389273123,1.075711937067968,19.381665003391785,4.5407107442466296e-30,5.54104308093369e-29,1.0,1011.0
LMNB2,72,-0.263705635369282,0.3181433349435325,0,0,tested,-0.33846565389511085,-0.18894561684345312,-7.033359716550002,1.01999139929964e-09,1.95828622883416e-09,1.0,4249.0
LMO2,8,0.4583156427027254,0.2957456116192468,64,64,below_cohort_completeness,,,,,,0.1111111111111111,
LMO4,68,-0.5976820962582587,0.7288021889895373,4,4,tested,-0.7740898080346359,-0.42127438448188154,-6.762620778705593,4.019701005689759e-09,7.476558500785388e-09,0.9444444444444444,2160.0
LMO7,34,-0.7971425011254439,0.5813735181770456,38,38,below_cohort_completeness,,,,,,0.4722222222222222,
LMO7.1,68,-0.9873387991121989,0.7331813703172405,4,4,tested,-1.1648064985905136,-0.8098710996338843,-11.104761582386232,7.749208256924924e-17,2.306434711798719e-16,0.9444444444444444,981.0
LMOD1,72,-0.4007182508267594,0.9783852625502028,0,0,tested,-0.6306275159906312,-0.17080898566288757,-3.475325355162215,0.000874162501290589,0.001177538850208129,1.0,3169.0
LMTK2,72,0.03347619864327769,0.352955389672909,0,0,tested,-0.04946425168996995,0.11641664897652532,0.8047899908579217,0.42362766870289775,0.45089166693975663,1.0,7470.0
LNPEP,72,0.18505125489220584,0.34527452376425394,0,0,tested,0.10391571955969954,0.26618679022471214,4.547720316279157,2.179031681536951e-05,3.243978033844474e-05,1.0,5082.0
LNPK,72,0.7926425967736892,0.3457796294080383,0,0,tested,0.7113883674339879,0.8738968261133905,19.451103797948385,3.665113866790749e-30,4.576562338470185e-29,1.0,1485.0
LNX1,38,-0.5704374025772316,0.5650030376809032,34,34,below_cohort_completeness,,,,,,0.5277777777777778,
LNX2,11,-0.08299298987454592,0.298810782534212,61,61,below_cohort_completeness,,,,,,0.1527777777777778,
LONP1,72,-0.5734313201895778,0.49638339762225464,0,0,tested,-0.6900757000215181,-0.4567869403576374,-9.802354639412117,7.868885030642364e-15,2.0724656650357617e-14,1.0,2250.0
LONP2,72,-0.48529933872975417,0.40644441006023724,0,0,tested,-0.5808090926311399,-0.38978958482836845,-10.13152435592258,1.9784724538916192e-15,5.372426548767061e-15,1.0,2665.0
LOX,72,1.5171066468723486,0.7806325648233065,0,0,tested,1.3336669874546396,1.7005463062900577,16.490571049073836,5.534643006875238e-26,3.699254338371217e-25,1.0,294.0
LOXL1,34,0.3313891427775082,0.6812806516143937,38,38,below_cohort_completeness,,,,,,0.4722222222222222,
LOXL2,72,1.775233960418064,0.6315574867288162,0,0,tested,1.626825226925808,1.92364269391032,23.85112990627757,1.2671893012784053e-35,5.546707952443628e-34,1.0,132.0
LOXL3,64,1.2971279012494066,1.4645117759686173,7,6,tested,0.931303744134764,1.6629520583640491,7.0856536494095215,1.4169619748379518e-09,2.697922398426682e-09,0.8888888888888888,496.0
LOXL4,65,-0.9330632063564347,0.8487138149635283,7,7,tested,-1.143364192645239,-0.7227622200676304,-8.86352493911357,9.794241352871396e-13,2.2583114759812837e-12,0.9027777777777778,1115.0
LPA,72,-0.07343818790357425,0.8336671623594805,0,0,tested,-0.26934036675460077,0.12246399094745226,-0.7474729917541467,0.4572465940833697,0.4846886113118531,1.0,6782.0
LPAR1,4,-1.5645507781748496,0.1975568247730641,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
LPCAT1,72,1.62248942447959,0.5872853688698187,0,0,tested,1.4844841286450923,1.7604947203140877,23.44223102293471,3.7739023227218157e-35,1.4230733490206057e-33,1.0,209.0
LPCAT2,72,0.1329193664806623,0.3900450408843486,0,0,tested,0.041263275405873115,0.2245754575554515,2.891610215365802,0.0050830708827295035,0.006490021066820454,1.0,5790.0
LPCAT3,72,0.22744669236405293,0.6396834070647309,0,0,tested,0.07712846120792105,0.3777649235201848,3.017038055129,0.0035416158220061794,0.004570449259804161,1.0,4602.0
LPCAT4,38,0.351420505989926,0.28892360004485396,34,34,below_cohort_completeness,,,,,,0.5277777777777778,
LPGAT1,72,0.8807646008305334,0.41952819438137606,0,0,tested,0.7821803083460593,0.9793488933150075,17.814143513134436,6.603850947959262e-28,5.652222692334102e-27,1.0,1230.0
LPIN1,72,-0.3059293373029839,0.388042966026402,0,0,tested,-0.39711496385115724,-0.21474371075481052,-6.689714116538157,4.33037615893896e-09,8.037992529175936e-09,1.0,3877.0
LPIN2,72,-0.23209925399157327,0.2830174248917946,0,0,tested,-0.2986050883250141,-0.16559341965813246,-6.958679231931852,1.3979299822395196e-09,2.6642044668615926e-09,1.0,4557.0
LPIN3,72,0.24144570984948027,0.3354107338511555,0,0,tested,0.16262805151027643,0.3202633681886841,6.108137211806607,4.836775554536032e-08,8.442867428745818e-08,1.0,4450.0
LPL,64,-0.6241837835175944,0.6409388811621403,8,8,tested,-0.7842855524556179,-0.4640820145795709,-7.790868076354915,8.285140006079916e-11,1.7048675934840992e-10,0.8888888888888888,2065.0
LPP,72,-0.09944272536300691,0.4674387137863389,0,0,tested,-0.2092854379521575,0.010399987226143687,-1.8051553721156597,0.07529017825486652,0.08672584320147239,1.0,6370.0
LRBA,69,-0.6008358915184755,0.35025690305591173,3,3,tested,-0.6849767867366896,-0.5166949963002614,-14.2493058970156,4.2342798396160738e-22,1.859481451923002e-21,0.9583333333333334,2144.0
LRBA.1,72,-0.6821783729584457,0.6053245396796345,0,0,tested,-0.8244226661120977,-0.5399340798047938,-9.562598346064409,2.1617698676702856e-14,5.518508562350707e-14,1.0,1867.0
LRCH1,72,-0.1712154808888334,0.22879773557432012,0,0,tested,-0.224980312873259,-0.11745064890440779,-6.349763590625234,1.7855749436973568e-08,3.195072338711067e-08,1.0,5248.0
LRCH2,14,-0.020174190518637582,0.28947115564581477,58,58,below_cohort_completeness,,,,,,0.19444444444444445,
LRCH3,72,0.203666870037764,0.16991807543619067,0,0,tested,0.163738079859785,0.24359566021574297,10.17061130456298,1.6802840521852995e-15,4.587460256373018e-15,1.0,4858.0
LRCH4,37,0.4199449160007951,0.4820724895319425,35,35,below_cohort_completeness,,,,,,0.5138888888888888,
LRG1,72,0.3071088385609334,0.7671377083898272,0,0,tested,0.1268403149369364,0.48737736218493044,3.396919326485404,0.0011199627238727724,0.0014973738011406555,1.0,3866.0
LRIF1,49,0.18986669053782862,0.4735108381279356,23,23,below_cohort_completeness,,,,,,0.6805555555555556,
LRMDA,72,0.20083852755103512,0.32500001993799155,0,0,tested,0.1244672670442843,0.27720978805778596,5.243604038496508,1.5525414653613054e-06,2.4755828473609095e-06,1.0,4891.0
LRMP,72,0.0008982892332543737,0.5333068162185172,0,0,tested,-0.12442266859075195,0.1262192470572607,0.014292404799283962,0.9886367850916461,0.9894967897512262,1.0,8040.0
LRP1,72,0.2757394159032181,0.37228058998345365,0,0,tested,0.18825776613391093,0.36322106567252527,6.284846948402522,2.3359049642152092e-08,4.157652725257303e-08,1.0,4130.0
LRP10,63,-0.3482690228369941,0.4624225909428198,9,9,tested,-0.46472864425111315,-0.2318094014228751,-5.9778646750074085,1.2133671615012547e-07,2.068683132669582e-07,0.875,3532.0
LRP11,4,-0.5186986749703236,0.3144425758372924,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
LRP2,72,-1.1479808095083288,0.736096971299365,0,0,tested,-1.3209551175224021,-0.9750065014942556,-13.233229534567357,7.592173725803673e-21,2.98085987666793e-20,1.0,712.0
LRP4,20,-0.014589569074204311,0.5902230241732032,52,52,below_cohort_completeness,,,,,,0.2777777777777778,
LRP6,11,0.02422548569166384,0.5846429925786735,61,61,below_cohort_completeness,,,,,,0.1527777777777778,
LRP8,4,0.2071861477532254,0.0966346637483826,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
LRPAP1,72,-0.3870567774075342,0.4346082006348648,0,0,tested,-0.4891846976316261,-0.2849288571834423,-7.556888386623518,1.1066196779022982e-10,2.260389268532871e-10,1.0,3248.0
LRPPRC,72,-1.0426725453448096,0.40082821754699194,0,0,tested,-1.136862558707204,-0.9484825319824151,-22.072722281352345,1.6291168234368047e-33,4.0248180662454064e-32,1.0,868.0
LRRC1,72,-0.4849696730667803,0.3292436768891777,0,0,tested,-0.5623381440678017,-0.4076012020657589,-12.498658054196282,1.3168407206338783e-19,4.734747841064847e-19,1.0,2666.0
LRRC14,72,0.06532996840656415,0.2553523121876342,0,0,tested,0.005325116841312615,0.12533481997181567,2.1708954164177636,0.03328377884817858,0.03961394337863607,1.0,6924.0
LRRC14B,22,0.36937282527846754,0.7574698582367839,50,50,below_cohort_completeness,,,,,,0.3055555555555556,
LRRC15,4,0.6187533133572003,0.9794027921119295,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
LRRC17,46,0.9613180656391337,0.5881511653443968,26,26,below_cohort_completeness,,,,,,0.6388888888888888,
LRRC19,68,-0.8275678462884589,0.5837536121895417,4,4,tested,-0.9688663227794923,-0.6862693697974256,-11.690376115409215,7.864868173519818e-18,2.4989764320792033e-17,0.9444444444444444,1384.0
LRRC20,72,0.39050972443734033,0.32692982549703703,0,0,tested,0.31368498185663346,0.4673344670180472,10.135462208715586,1.946165884041969e-15,5.286482303566279e-15,1.0,3222.0
LRRC25,65,1.5525858608866718,0.6624094986275799,7,7,tested,1.3884488238402808,1.7167228979330629,18.89669066154175,7.0747358785558975e-28,6.029621456707852e-27,0.9027777777777778,267.0
LRRC32,61,0.21308855655111655,0.3967387366299045,11,11,tested,0.11147904805645215,0.31469806504578096,4.19488866622894,9.143420083436199e-05,0.00013101068377867843,0.8472222222222222,4749.0
LRRC40,72,0.14516939028550002,0.19201841154032137,0,0,tested,0.10004727573105685,0.1902915048399432,6.415026109308586,1.3620711717161006e-08,2.4574644303318712e-08,1.0,5621.0
LRRC41,72,-0.21323784182794,0.2816197435761038,0,0,tested,-0.27941523715424965,-0.14706044650163036,-6.424915613405808,1.3072510651205403e-08,2.3617317358638026e-08,1.0,4747.0
LRRC42,23,0.35371152094907365,0.44677735555489917,49,49,below_cohort_completeness,,,,,,0.3194444444444444,
LRRC45,31,0.23379665526986462,0.29425856092444114,41,41,below_cohort_completeness,,,,,,0.4305555555555556,
LRRC47,72,-0.16074957978303056,0.17508661513804372,0,0,tested,-0.20189291724652977,-0.11960624231953135,-7.790460819487554,4.089651020398448e-11,8.570920977957091e-11,1.0,5379.0
LRRC49,23,-1.0878354826208037,0.5121145582588799,49,49,below_cohort_completeness,,,,,,0.3194444444444444,
LRRC57,72,-0.40968070410412505,0.2182435411592769,0,0,tested,-0.46096542199113016,-0.35839598621711993,-15.928334142006333,3.8743534580575824e-25,2.3693274678204838e-24,1.0,3096.0
LRRC58,72,-0.35684042629508594,0.4567141326702062,0,0,tested,-0.46416298587500837,-0.24951786671516352,-6.629730078888291,5.566242037456339e-09,1.0270449798321501e-08,1.0,3473.0
LRRC59,72,0.17691017817234653,0.3666614938939045,0,0,tested,0.09074895124901118,0.2630714050956819,4.094055865581019,0.00011074594132400366,0.0001578668692785001,1.0,5171.0
LRRC8A,68,0.06024867728846666,0.32720028767695847,4,4,tested,-0.01895066502099125,0.13944801959792458,1.5184073463245495,0.13361661991202084,0.1506366540833449,0.9444444444444444,7002.0
LRRC8C,57,0.6522112997367439,0.36665134448138703,15,15,below_cohort_completeness,,,,,,0.7916666666666666,
LRRC8D,69,-0.38075946293788654,0.44641279217297103,3,3,tested,-0.4879995248540977,-0.2735194010216754,-7.084979857938799,9.970149664122173e-10,1.915543544724236e-09,0.9583333333333334,3300.0
LRRC8E,11,0.19619107403580927,0.36036839469394377,61,61,below_cohort_completeness,,,,,,0.1527777777777778,
LRRC9,4,-0.3142207793792738,0.30594080431189313,68,68,below_cohort_completeness,,,,,,0.05555555555555555,
LRRCC1,37,0.3868176909142594,0.40456800958191647,35,35,below_cohort_completeness,,,,,,0.5138888888888888,
LRRFIP1,72,0.13709102119414565,0.4191890593205093,0,0,tested,0.03858642154195316,0.23559562084633814,2.7750149075923543,0.00705006422515584,0.00889569438655885,1.0,5732.0
LRRFIP1.1,72,0.09813052713607642,0.3398417235944051,0,0,tested,0.018271637254643674,0.17798941701750917,2.450155694083439,0.01674641778790854,0.02047603595928577,1.0,6391.0
LRRFIP2,64,-0.22908117898470953,0.5337275401141036,8,8,tested,-0.3624023517434443,-0.09576000622597475,-3.433679722590071,0.0010578106488897709,0.001417100293772158,0.8888888888888888,4589.0
LRRFIP2.1,60,-0.27502303674929723,0.26547694535177807,12,12,tested,-0.3436030038124257,-0.2064430696861688,-8.024498245917343,4.974005840496963e-11,1.0389170912697755e-10,0.8333333333333334,4139.0
LRRK1,5,-0.7599211482414804,1.0571147596822021,67,67,below_cohort_completeness,,,,,,0.06944444444444445,
LRRK2,72,1.019668668544183,0.41849906368573936,0,0,tested,0.9213262099170328,1.118011127171333,20.67430088108803,9.162066919704183e-32,1.5633747239681673e-30,1.0,915.0
LRRN4,43,-0.0672582523287279,0.9988743059756998,29,28,below_cohort_completeness,,,,,,0.5972222222222222,
LRSAM1,72,0.10186129042254735,0.16886599066277025,0,0,tested,0.0621797280457279,0.1415428527993668,5.118388297051592,2.5261060305726124e-06,3.983018396678117e-06,1.0,6316.0
LRWD1,72,0.1716222209503154,0.1932931369469159,0,0,tested,0.1262005606108591,0.2170438812897717,7.533960376643384,1.2200745873609794e-10,2.4826884099558685e-10,1.0,5241.0
LSAMP,17,-0.3202646160274478,0.6214394292764239,55,55,below_cohort_completeness,,,,,,0.2361111111111111,
LSG1,72,0.06762117148655161,0.18115894847509445,0,0,tested,0.025050905645459656,0.11019143732764357,3.167299610363503,0.002268693613382815,0.002966243240614479,1.0,6885.0
LSM1,72,0.012842331363675267,0.23446989083126255,0,0,tested,-0.04225539175978884,0.06794005448713937,0.4647538954177061,0.6435298548999867,0.6682554733579801,1.0,7826.0
LSM12,72,0.04971245535641778,0.1390199875327592,0,0,tested,0.017044359872807342,0.08238055084002821,3.034269956354858,0.0033675715002058275,0.004352819910553319,1.0,7178.0
LSM14A,72,0.02894319754608861,0.1749985300958331,0,0,tested,-0.01217944094727915,0.07006583603945638,1.403389930842516,0.16485907570784272,0.1842852180084615,1.0,7538.0
LSM14B,72,0.22246192534493725,0.21524833342786207,0,0,tested,0.171881046768377,0.2730428039214975,8.769647604446012,6.259807494623057e-13,1.4592326935367324e-12,1.0,4659.0
LSM2,72,-0.15476613193708041,0.2714258822735026,0,0,tested,-0.21854808729615813,-0.0909841765780027,-4.838279112105365,7.375539801521117e-06,1.128468798659785e-05,1.0,5473.0
LSM3,72,0.1189147801296136,0.18334614459241988,0,0,tested,0.07583054839865036,0.16199901186057683,5.503390165081232,5.576996476857829e-07,9.142505520987779e-07,1.0,6012.0
LSM4,72,0.0879380254251296,0.16204824605986215,0,0,tested,0.04985855448583231,0.12601749636442688,4.604671185095854,1.7664483378176335e-05,2.644910747868232e-05,1.0,6535.0
LSM5,72,0.22358545167211524,0.22543726001214667,0,0,tested,0.17061029273027678,0.2765606106139537,8.415580763010942,2.8350796217866786e-12,6.390632878217159e-12,1.0,4642.0
LSM6,72,0.07875754512584694,0.17075674614214315,0,0,tested,0.03863167699391614,0.11888341325777774,3.9136370646276313,0.00020622325740445626,0.0002893592535079252,1.0,6699.0
LSM7,72,0.09312772177133675,0.152933079907085,0,0,tested,0.05719020986622317,0.12906523367645034,5.167063420495378,2.0917390070499097e-06,3.3150070765013722e-06,1.0,6457.0
LSM8,72,0.16857501690139015,0.1747579940018565,0,0,tested,0.12750890161899903,0.20964113218378128,8.185070212353905,7.587088652009576e-12,1.6582472728164216e-11,1.0,5287.0
LSP1,72,1.3140508642087456,0.6345303264512427,0,0,tested,1.1649435476304655,1.4631581807870258,17.572196092237267,1.4607072352393387e-27,1.182365434433933e-26,1.0,474.0
LSR,72,-0.14468837723842487,0.30924598072903053,0,0,tested,-0.21735762002625159,-0.07201913445059815,-3.97004866338351,0.00017006570911806617,0.00023979503172915002,1.0,5626.0
LSS,72,-0.14841490734584956,0.29130623464723415,0,0,tested,-0.21686851648017916,-0.07996129821151995,-4.323087181728595,4.9260350496228394e-05,7.173076530403606e-05,1.0,5569.0
LTA4H,72,0.11905266899569861,0.22160091160801848,0,0,tested,0.06697900773199023,0.171126330259407,4.558624725197375,2.0933881099978312e-05,3.1199385340345174e-05,1.0,6005.0
LTBP1,8,0.7014784376337383,1.2673046045403336,64,64,below_cohort_completeness,,,,,,0.1111111111111111,
LTBP1.1,72,-1.2467428456331087,1.104765970630756,0,0,tested,-1.5063501212207617,-0.9871355700454556,-9.575750998626294,2.0449779524569467e-14,5.22865156478992e-14,1.0,576.0
LTBP2,72,0.8551254781242531,1.070347407253447,0,0,tested,0.6036061684095195,1.1066447878389867,6.779088960269174,2.9766415549781415e-09,5.570137333595249e-09,1.0,1290.0
LTBP4,72,-0.7492629488243167,0.9957421060700731,0,0,tested,-0.9832508722549905,-0.5152750253936428,-6.384893141817819,1.5435545903605613e-08,2.7737145628656765e-08,1.0,1619.0
LTBR,72,0.30364101652013065,0.7081496614916483,0,0,tested,0.1372340043425169,0.4700480286977444,3.6383261929491395,0.0005167711375089886,0.0007072344505518088,1.0,3898.0
LTC4S,43,0.5253292417558023,0.44462493658894764,29,29,below_cohort_completeness,,,,,,0.5972222222222222,
LTF,43,-0.2628996191275695,1.1048418911625533,29,29,below_cohort_completeness,,,,,,0.5972222222222222,
LTN1,72,0.26149326263560346,0.16804137307344166,0,0,tested,0.22200547589222883,0.30098104937897807,13.204152467624898,8.489101913742277e-21,3.314369392245061e-20,1.0,4268.0
LTV1,72,0.7838541489442707,0.29604166660563636,0,0,tested,0.7142877678544929,0.8534205300340486,22.46718540136003,5.4105159740268585e-34,1.497467204632726e-32,1.0,1513.0
LUC7L,72,-0.21790907526296033,0.24126730957643872,0,0,tested,-0.2746041134815447,-0.161214037044376,-7.663780977424703,7.018707756069319e-11,1.4490815756827045e-10,1.0,4700.0
LUC7L2,68,0.19292662543838426,0.22908793808428068,4,4,tested,0.13747553107621227,0.24837771980055626,6.9445546660233815,1.9033520309693103e-09,3.6018790548465286e-09,0.9444444444444444,4981.0
LUC7L3,72,-0.11005053330143075,0.20292794748732662,0,0,tested,-0.15773626311957595,-0.06236480348328554,-4.6016812962934575,1.7860765846532962e-05,2.673306227986926e-05,1.0,6168.0
LUM,72,0.12679751851689755,0.8367913960735359,0,0,tested,-0.0698388192640442,0.3234338562978393,1.2857596615113278,0.20270468393913355,0.22447181691816054,1.0,5886.0
