gene,n_all,mean_difference_all,sd_difference_all,tumor_nonfinite_all,normal_nonfinite_all,status_all,ci95_low_all,ci95_high_all,t_all,p_all,q_all,finite_fraction_all,abs_effect_rank_all,n_early,mean_difference_early,sd_difference_early,tumor_nonfinite_early,normal_nonfinite_early,status_early,ci95_low_early,ci95_high_early,t_early,p_early,q_early,finite_fraction_early,abs_effect_rank_early
AARSD1,72,0.24080452873272343,0.22153154965953498,0,0,tested,0.18874716672782094,0.2928618907376259,9.223490674932535,9.083901448079714e-14,2.231221173005002e-13,1.0,4456.0,37,0.2156681099893923,0.1815069573750891,0,0,tested,0.1551506773993377,0.2761855425794469,7.227590156297536,1.6545538137762054e-08,4.186600967461882e-08,1.0,4898.0
AASDHPPT,72,0.023378184182463797,0.2411837598463875,0,0,tested,-0.03329722081209725,0.08005358917702485,0.8224868495844124,0.4135536460316118,0.4408684401242358,1.0,7636.0,37,0.010386733640819533,0.24549382906504516,0,0,tested,-0.07146498414769792,0.09223845142933698,0.2573589505006462,0.798367067629281,0.8200678871990341,1.0,7907.0
AASS,72,-1.583641449286786,0.6008712017174856,0,0,tested,-1.7248392593242314,-1.4424436392493407,-22.36360014375157,7.2165633552839715e-34,1.9504094383710437e-32,1.0,240.0,37,-1.717006523592408,0.6035861969090179,0,0,tested,-1.9182521811252147,-1.5157608660596011,-17.30348208668498,4.978854333339438e-19,1.3741977813554959e-17,1.0,220.0
AATF,72,0.4096891365641014,0.19924205450431237,0,0,tested,0.36286954913345354,0.45650872399474923,17.447760255052028,2.203188471401713e-27,1.7482246254846698e-26,1.0,3095.0,37,0.3547309141910762,0.2151848313895828,0,0,tested,0.2829847193545327,0.42647710902761976,10.027397838620926,5.7742059186267385e-12,2.249325783426514e-11,1.0,3618.0
ABAT,72,-2.137005413365489,0.7858127069286281,0,0,tested,-2.3216623464998674,-1.952348480231111,-23.07559049477693,1.0168038738240865e-34,3.4265014225017544e-33,1.0,48.0,37,-2.366745395481161,0.7697103448895372,0,0,tested,-2.6233796015984483,-2.1101111893638738,-18.703594548225407,3.974696208380256e-20,1.901974451903617e-18,1.0,35.0
ABCA1,64,0.6243689230738003,0.7136616987832537,8,8,tested,0.4461015347834502,0.8026363113641504,6.999046457315092,2.0061557389823256e-09,3.79196862749675e-09,0.8888888888888888,2064.0,33,0.6804161870365976,0.7011090492046818,4,4,tested,0.43181372805092005,0.9290186460222751,5.575014923262198,3.7273013014709053e-06,7.2632977409627015e-06,0.8918918918918919,1958.0
ABCA2,68,-0.09035196433839177,0.4351545660192366,4,4,tested,-0.19568180886990705,0.01497788019312353,-1.7121764151855923,0.09148938287304313,0.10457784411857642,0.9444444444444444,6497.0,35,-0.0977192928260177,0.4202473037534838,2,2,tested,-0.2420792925082959,0.0466407068562605,-1.3756545908642301,0.17792427005839317,0.20552400685076785,0.9459459459459459,6506.0
ABCB1,72,-1.2831020739612844,0.6335836950785875,0,0,tested,-1.431986943072704,-1.1342172048498649,-17.18396829653282,5.297664381616497e-27,4.006327599017771e-26,1.0,518.0,37,-1.4212072977225754,0.5885158385111765,0,0,tested,-1.6174282475987791,-1.2249863478463716,-14.689267361508898,8.863859925280433e-17,9.955838224408731e-16,1.0,431.0
ABCB10,72,0.19222047509902718,0.4560728396137779,0,0,tested,0.08504861199931728,0.29939233819873706,3.5762814082204564,0.0006322850139370194,0.0008600613920366078,1.0,4997.0,37,0.06966570371925114,0.4519994609558977,0,0,tested,-0.08103841971890492,0.22036982715740722,0.9375230920279018,0.35473704687476004,0.39051980643563633,1.0,6943.0
ABCB6,72,0.8407526105308614,0.5609060990842661,0,0,tested,0.7089461391922965,0.9725590818694262,12.71874646777234,5.561823303669414e-20,2.050110978844552e-19,1.0,1340.0,37,0.7840666155925515,0.5872623797105831,0,0,tested,0.588263589687783,0.97986964149732,8.121226891691121,1.1788476286468544e-09,3.4243321741620373e-09,1.0,1622.0
ABCB8,72,-0.9024192083425662,0.5197196878355768,0,0,tested,-1.0245473475277607,-0.7802910691573716,-14.733482451268651,2.76376365122826e-23,1.3946962686085468e-22,1.0,1183.0,37,-1.0028672113654609,0.504906328579745,0,0,tested,-1.1712113627192442,-0.8345230600116776,-12.081851129332838,3.1569267991716996e-14,1.874454260271772e-13,1.0,1067.0
ABCC1,72,0.7744483830441848,0.33573039906022,0,0,tested,0.6955556070635696,0.8533411590248001,19.573480561631488,2.5158167905904803e-30,3.2681271663573757e-29,1.0,1538.0,37,0.7292961664868272,0.3316489201614864,0,0,tested,0.6187189111590282,0.8398734218146261,13.375998308199414,1.5519234024892821e-15,1.2102608057792501e-14,1.0,1796.0
ABCC2,72,-0.8053441525964821,0.80600615125362,0,0,tested,-0.9947463125076671,-0.615941992685297,-8.478312140980924,2.1689984999614243e-12,4.920877160194173e-12,1.0,1444.0,37,-1.0166083234558299,0.7823874046306689,0,0,tested,-1.2774692717290037,-0.755747375182656,-7.903740501581198,2.224688230686433e-09,6.238229445756305e-09,1.0,1041.0
ABCC3,72,1.121873080743875,0.6038798308713926,0,0,tested,0.9799682775163212,1.2637778839714289,15.763746807968786,6.899750904730424e-25,4.11634028049621e-24,1.0,748.0,37,1.0863200700218685,0.5856166380276313,0,0,tested,0.8910657617133786,1.2815743783303584,11.283537025340083,2.2412514949733458e-13,1.1078851369101128e-12,1.0,893.0
ABCC4,72,0.19167884773432864,0.4731122223320222,0,0,tested,0.08050292599887607,0.3028547694697812,3.437765671110046,0.0009847458028405184,0.0013220774622566321,1.0,5003.0,37,0.095644949254651,0.522560989948069,0,0,tested,-0.07858555926531999,0.26987545777462196,1.113335141217262,0.2729432768894539,0.3063981510556654,1.0,6534.0
ABCC6,72,-1.0846067480419919,0.6737479909138093,0,0,tested,-1.2429297639599475,-0.9262837321240363,-13.6596970405089,1.4942357413449008e-21,6.1938109422500415e-21,1.0,798.0,37,-1.2842626118217493,0.6690952284588124,0,0,tested,-1.5073500679180227,-1.0611751557254758,-11.67526558550722,8.481389359926752e-14,4.566511035534463e-13,1.0,615.0
