gene,protein_n,protein_mean_difference,protein_sd_difference,protein_tumor_nonfinite,protein_normal_nonfinite,protein_status,protein_ci95_low,protein_ci95_high,protein_t,protein_p,protein_q,rna_n,rna_mean_difference,rna_sd_difference,rna_tumor_nonfinite,rna_normal_nonfinite,rna_status,rna_ci95_low,rna_ci95_high,rna_t,rna_p,rna_q,same_direction,joint_pair_n,joint_protein_mean,joint_rna_mean
ABLIM3,50,1.1589126226278765,0.6637979934080337,22,22,tested,0.9702633202169382,1.347561925038815,12.345246330974222,1.1817927081121056e-16,4.2270681784273635e-16,72,1.2836776151015181,0.9523120625090755,0,0,tested,1.0598952515697309,1.5074599786333054,11.437811392674757,9.097555650549527e-18,3.587515982895049e-17,True,50.0,1.1589126226278763,1.3494050735094354
ABO,35,-0.2303061101738235,0.5717764665427877,37,37,tested,-0.42671819846379316,-0.03389402188385382,-2.3829405406661825,0.0229071908305299,0.02879144922517417,72,-1.5746240614934033,0.8411285873131302,0,0,tested,-1.7722795892488252,-1.3769685337379813,-15.884762950571153,4.5123840884993115e-25,3.479439717875686e-24,True,35.0,-0.2303061101738235,-1.584669054341391
ABR,20,0.6402780495486258,0.43263885968559307,52,52,tested,0.437796830438682,0.8427592686585695,6.61847733387682,2.4760824457198006e-06,4.315460162068929e-06,72,0.030467687829832637,0.6585202134053554,0,0,tested,-0.12427697580599426,0.18521235146565954,0.39258765151899216,0.6958002141494879,0.7222754160963267,True,20.0,0.640278049548626,0.15156714678381344
ABRACL,72,-0.27615984104581665,0.4751648604820236,0,0,tested,-0.38781810909900105,-0.16450157299263227,-4.931538820361492,5.1770222948829695e-06,8.796115949967965e-06,72,-0.22219864562359984,0.67409880363895,0,0,tested,-0.3806040984904082,-0.06379319275679143,-2.7969461137047285,0.006633690219818538,0.009059801733092688,True,72.0,-0.2761598410458166,-0.22219864562359973
ABT1,65,0.706434522749903,0.28624226424162325,7,7,tested,0.635507162518185,0.7773618829816211,19.897331443334085,4.1787857515630845e-29,5.388914838744527e-28,72,0.4994575434407466,0.3008700723931713,0,0,tested,0.4287565426167838,0.5701585442647094,14.08594001015339,3.0121326901320035e-22,1.728816876029582e-21,True,65.0,0.7064345227499029,0.5045166046430716
ABTB1,18,0.3978562699244117,0.7927928176515223,54,54,insufficient_pairs,,,,,,72,-0.19049955344635025,0.3701365575305815,0,0,tested,-0.27747738028966357,-0.10352172660303695,-4.367151203446113,4.204389425342638e-05,6.883628803417449e-05,False,18.0,0.3978562699244117,-0.17779563182131175
ABTB2,52,-0.09732585395992718,0.4517606342192469,20,20,tested,-0.22309681768161718,0.028445109761762816,-1.5535366754002444,0.12647919674168595,0.14627847618551412,72,-1.1749892506616908,0.698331322579603,0,0,tested,-1.3390890663076291,-1.0108894350157525,-14.27705457452638,1.4800749438102493e-22,8.787409338304339e-22,True,52.0,-0.09732585395992718,-1.137992428785006
ACAA1,72,-1.4322942199226285,0.6300826649355171,0,0,tested,-1.580356387284216,-1.2842320525610411,-19.288611071347006,6.0556429676210974e-30,8.98761329795007e-29,72,-2.586086391707575,0.7844537869370668,0,0,tested,-2.770423994299441,-2.401748789115709,-27.973184726927144,4.519249217310664e-40,2.7810201898758017e-38,True,72.0,-1.4322942199226292,-2.586086391707575
ACAA2,72,-0.7188261694932805,0.5760424174785232,0,0,tested,-0.854189501275797,-0.583462837710764,-10.58852980656411,2.9541043233500764e-16,1.0237833739610126e-15,72,-0.7342245113318372,0.8338546106660958,0,0,tested,-0.930170738375411,-0.5382782842882634,-7.471448248678212,1.5918488494786325e-10,3.7751316878069595e-10,True,72.0,-0.7188261694932805,-0.7342245113318371
ACACB,55,-0.19730054000023756,0.4986681990539103,17,17,tested,-0.33210943780695656,-0.06249164219351852,-2.9342556213309536,0.004900014988578338,0.006568927095190602,72,-1.1456062860110625,0.47363991760048274,0,0,tested,-1.2569062100552642,-1.0343063619668609,-20.523590431623674,1.4311910118242076e-31,2.4407261963979646e-30,True,55.0,-0.19730054000023758,-1.1329553450894074
ACAD11,72,-0.06106081043795689,0.8286271318221321,0,0,tested,-0.25577864017662566,0.1336570193007119,-0.6252729817882956,0.5337965148533529,0.5675689310644012,72,0.8865110285708496,1.0499227056345606,0,0,tested,0.6397912884327771,1.1332307687089223,7.164618384210409,5.854725549743803e-10,1.3387158048145551e-09,False,72.0,-0.06106081043795691,0.8865110285708496
ACAD8,72,-1.5352213579737655,0.48226200037017264,0,0,tested,-1.6485473721377166,-1.4218953438098143,-27.01184249256419,4.38554783133951e-39,5.5666053270557546e-37,72,-1.310336700042751,0.39480687231200484,0,0,tested,-1.4031117666441268,-1.2175616334413752,-28.16206194624517,2.913982774323567e-40,1.8469794151254208e-38,True,72.0,-1.5352213579737655,-1.3103367000427513
ACAD9,72,-0.7186399689591442,0.4012618013195539,0,0,tested,-0.8129318695129676,-0.6243480684053208,-15.196717762168044,5.171996007114415e-24,3.513245493525994e-23,72,-0.017067578255491385,0.3300729694139061,0,0,tested,-0.09463092344591875,0.06049576693493599,-0.43876117493606187,0.662166885838033,0.6908698674463757,True,72.0,-0.7186399689591444,-0.017067578255491385
ACADL,72,-0.533741170956786,0.9854827083022977,0,0,tested,-0.765318254105928,-0.3021640878076439,-4.595660561498804,1.8262477610826606e-05,2.9856189973834664e-05,72,0.07735583662755174,1.2042801729282568,0,0,tested,-0.20563613004176323,0.3603478032968667,0.5450442965679464,0.5874311415478554,0.6191111382625246,False,72.0,-0.5337411709567861,0.07735583662755172
ACADM,72,-1.434363099965591,0.6240603501796527,0,0,tested,-1.5810100927399229,-1.287716107191259,-19.50288059885455,3.1251007802250646e-30,4.9454473388009586e-29,72,-1.148719519537475,0.7318931953772784,0,0,tested,-1.3207059886396646,-0.9767330504352855,-13.317801565747715,5.490060824608992e-21,2.83909454935926e-20,True,72.0,-1.4343630999655905,-1.1487195195374749
ACADS,72,-0.594057035740705,0.5519068389677615,0,0,tested,-0.723748784628309,-0.464365286853101,-9.133318786253389,1.3320399400252565e-13,3.867001365241145e-13,72,-0.10948836277237511,0.6769047352335645,0,0,tested,-0.2685531772380453,0.04957645169329508,-1.3724820007467475,0.17423368126149696,0.2020770630794367,True,72.0,-0.594057035740705,-0.1094883627723752
ACADSB,72,-1.6052986594070189,0.6289435087575098,0,0,tested,-1.7530931381904793,-1.4575041806235585,-21.657606168264437,5.2808523209530634e-33,1.444648911136453e-31,72,-2.1744634830113476,0.8378381995155734,0,0,tested,-2.3713458075414175,-1.9775811584812775,-22.022073596102675,1.8788124178661522e-33,4.1589776630645965e-32,True,72.0,-1.6052986594070193,-2.1744634830113467
ACADVL,72,-0.580192227869293,0.5934523447099823,0,0,tested,-0.7196466919792814,-0.4407377637593047,-8.295685994842918,4.730511496213141e-12,1.240491945674502e-11,72,-0.04927020495742656,0.49667832779283294,0,0,tested,-0.16598388998169533,0.06744348006684223,-0.841735040640928,0.40276255672400296,0.43760528061864556,True,72.0,-0.580192227869293,-0.04927020495742656
ACAN,9,0.86575799522479,1.4248504811677771,63,63,insufficient_pairs,,,,,,72,1.0178448490932392,1.1135828669381953,0,0,tested,0.7561657044488246,1.279523993737654,7.7557765984871905,4.741671113568718e-11,1.163241855560691e-10,True,9.0,0.86575799522479,0.6485045777492409
ACAP1,68,0.5773893985042248,0.5355464577130981,4,4,tested,0.4477595392881073,0.7070192577203422,8.890498453899278,6.011903407295594e-13,1.6657671053685912e-12,72,0.9602880496348529,0.4604156341431474,0,0,tested,0.8520956798521186,1.0684804194175872,17.69773590906584,9.667167079890742e-28,9.960600500264365e-27,True,68.0,0.5773893985042249,0.970010860025905
ACAP2,72,0.2945064453084078,0.18507635830015684,0,0,tested,0.2510156332891383,0.3379972573276773,13.502373171379421,2.7144304379808428e-21,1.3637396386710964e-20,72,0.49325099463792843,0.3030032433646339,0,0,tested,0.4220487232109728,0.5644532660648841,13.812965931157335,8.378302665089291e-22,4.6285132241915425e-21,True,72.0,0.29450644530840775,0.4932509946379283
ACAP3,47,-0.11012764362410031,0.3287123137950477,25,25,tested,-0.20664119459995717,-0.013614092648243453,-2.296832381866994,0.02623072142924706,0.03272479832126781,72,-0.15363618896757472,0.3809405388555528,0,0,tested,-0.24315282695445928,-0.06411955098069017,-3.422177898346185,0.0010344170987002714,0.0015160660653449716,True,47.0,-0.11012764362410032,-0.14916908965770082
ACAT1,72,-1.3011939339962284,0.5590352894878929,0,0,tested,-1.4325607866323993,-1.1698270813600575,-19.750088876365155,1.4658815116348774e-30,2.46351577993848e-29,72,-1.7023422034875626,0.9189517515465333,0,0,tested,-1.918285278272252,-1.4863991287028733,-15.718836780629184,8.081259051508615e-25,6.066527471947742e-24,True,72.0,-1.3011939339962284,-1.7023422034875624
ACAT2,72,-0.21398143142920587,0.36760058693136993,0,0,tested,-0.3003633343974782,-0.12759952846093356,-4.939308366442117,5.0259452495758195e-06,8.548111322087506e-06,72,-0.48682419350301953,0.42313115860906003,0,0,tested,-0.5862551410728731,-0.38739324593316593,-9.762552763164521,9.303662395729931e-15,2.935276928070427e-14,True,72.0,-0.21398143142920587,-0.4868241935030196
ACBD3,72,0.07625962837702638,0.15651355063572042,0,0,tested,0.039480747099672184,0.11303850965438057,4.134366651613459,9.618807771378012e-05,0.00014853855374824627,72,0.437745772026748,0.3138095514432102,0,0,tested,0.3640041426959294,0.5114874013575667,11.836465872207329,1.8240573945848055e-18,7.622956342424194e-18,True,72.0,0.0762596283770264,0.43774577202674814
ACBD4,64,-0.1539240753273326,0.5174653036395782,8,8,tested,-0.2831830622786794,-0.024665088375985772,-2.3796621608399526,0.02036857402918265,0.025733977617711946,72,-0.14329257656556632,0.6422484286264438,0,0,tested,-0.294213558238244,0.007628405107111352,-1.8931581251180527,0.0624125735063786,0.07672949409864803,True,64.0,-0.15392407532733265,-0.18234389646220578
ACBD5,14,-0.1864673431433146,0.4638674537750048,58,58,insufficient_pairs,,,,,,72,-0.29570549140999103,0.28577521851790505,0,0,tested,-0.362859375474271,-0.22855160734571106,-8.780132551500618,5.986261723354903e-13,1.666355828862443e-12,True,14.0,-0.18646734314331465,-0.2649896475188028
ACBD6,72,0.5456734895447496,0.2289644868590675,0,0,tested,0.4918694729294747,0.5994775061600245,20.222319892341254,3.5154554397644755e-31,6.642290852571937e-30,72,0.3545104261542311,0.27410655823548247,0,0,tested,0.2900985428269471,0.41892230948151515,10.974274878296146,6.024378077259915e-17,2.2321424228195106e-16,True,72.0,0.5456734895447499,0.3545104261542313
ACBD7,19,0.10040800825816955,0.7435352222970201,53,53,insufficient_pairs,,,,,,72,-0.2599691640695587,0.2397515041644345,0,0,tested,-0.31630800547923266,-0.2036303226598848,-9.200824467999436,1.0001018859332605e-13,2.937886198211177e-13,False,19.0,0.10040800825816955,-0.20984839423666887
ACCS,32,-0.4168441705864937,0.8606916039403545,40,40,tested,-0.7271565848747645,-0.10653175629822292,-2.739688300621257,0.010106779879530492,0.013133185148469036,72,0.009053976549409882,0.27487396668515757,0,0,tested,-0.055538238922581085,0.07364619202140085,0.27949368761246474,0.7806785726375094,0.8015877238890999,False,32.0,-0.4168441705864937,0.04607515349659948
ACD,22,0.4926442250614041,0.5818116876360931,50,50,tested,0.23468337412866214,0.750605075994146,3.9715706753888593,0.0006953705803731563,0.001000810935717096,72,0.5029178829179526,0.3442294705370193,0,0,tested,0.42202792305425946,0.5838078427816458,12.3969622299851,1.964986799516356e-19,8.889893883607783e-19,True,22.0,0.4926442250614041,0.5999745067679492
ACE,72,-1.2938174988342988,0.7675961272361761,0,0,tested,-1.4741937456059508,-1.1134412520626467,-14.302320106866226,1.3478436993496795e-22,7.749521968811079e-22,72,-0.7264858406912279,1.195749860824313,0,0,tested,-1.0074732822899952,-0.44549839909246053,-5.155289558984982,2.1895589885057973e-06,3.915578296779105e-06,True,72.0,-1.293817498834299,-0.7264858406912281
ACE2,72,-0.3749167039809669,0.7665411611350037,0,0,tested,-0.5550450458726323,-0.19478836208930148,-4.150166861842303,9.100085108304272e-05,0.00014091858912118653,72,-1.1151757330768324,1.9807191332074547,0,0,tested,-1.5806219104086177,-0.6497295557450471,-4.777345620707247,9.279778826717006e-06,1.5928416175304556e-05,True,72.0,-0.3749167039809668,-1.1151757330768326
ACHE,5,0.4727027982701223,0.5089996437178299,67,67,insufficient_pairs,,,,,,72,0.2624869799407348,0.7621359793603816,0,0,tested,0.08339380501599278,0.44158015486547675,2.9224127218616274,0.004655623046433524,0.006448151520717711,True,5.0,0.4727027982701223,0.1794137429581034
ACIN1,69,-0.1173314375520481,0.3598007736715906,3,3,tested,-0.20376502082421277,-0.03089785427988341,-2.70879939777428,0.008535824314994176,0.011180146912837672,72,-0.2015054311910103,0.24839914000409546,0,0,tested,-0.25987636739749154,-0.14313449498452904,-6.883398557920937,1.919765179220001e-09,4.2338592997991555e-09,True,69.0,-0.1173314375520481,-0.2003504282640683
ACLY,72,1.6909027908597016,0.5241354952086527,0,0,tested,1.5677369878143597,1.8140685939050436,27.37419252862877,1.8477571015662393e-39,2.8966479687521996e-37,72,1.190726231407966,0.6548192837838696,0,0,tested,1.036851243596447,1.3446012192194852,15.429672527051176,2.2496439732720012e-24,1.608157148562673e-23,True,72.0,1.6909027908597016,1.1907262314079659
ACMSD,72,-1.3773790821109082,0.7028891835355999,0,0,tested,-1.542549942572445,-1.2122082216493715,-16.627726453140905,3.463422973130561e-26,2.9497897019880236e-25,72,-0.9696238000407319,1.568983329917422,0,0,tested,-1.338316807021885,-0.6009307930595789,-5.243861176611145,1.550983016999503e-06,2.798628019381813e-06,True,72.0,-1.3773790821109084,-0.9696238000407317
ACO1,72,-1.2487711776287505,0.5512215908863519,0,0,tested,-1.3783019011116573,-1.1192404541458436,-19.22307650754534,7.421079843542029e-30,1.0853599718696381e-28,72,-1.259090080340105,0.7904719613077663,0,0,tested,-1.444841884576412,-1.0733382761037982,-13.515638922249867,2.580863016079566e-21,1.3673755990736403e-20,True,72.0,-1.2487711776287505,-1.2590900803401048
ACO2,72,-0.9172681434321297,0.5291838851494801,0,0,tested,-1.041620259953342,-0.7929160269109174,-14.708078819234032,3.032209737185255e-23,1.8837250955529204e-22,72,-1.0220620636219506,0.7183014157575432,0,0,tested,-1.1908546210982665,-0.8532695061456347,-12.07360030415769,7.073997810708227e-19,3.0619637689646467e-18,True,72.0,-0.9172681434321296,-1.0220620636219504
ACOT1,67,-0.21408192546107296,0.7527723889149951,5,5,tested,-0.3976975385159028,-0.030466312406243146,-2.327843193752505,0.022995719002329027,0.028886446569471282,72,-1.1287452356184247,0.7728349735314344,0,0,tested,-1.3103525509150766,-0.9471379203217726,-12.392970365055534,1.996153543444963e-19,9.026601576362894e-19,True,67.0,-0.214081925461073,-1.1326789504689856
ACOT11,72,-1.2401345479325552,0.413940224851326,0,0,tested,-1.3374057319539447,-1.1428633639111656,-25.42128053610002,2.1893489681932384e-37,1.8304781831568966e-35,72,-1.7543284846917393,0.5479749812519311,0,0,tested,-1.8830962923132828,-1.6255606770701958,-27.165420547926754,3.0368130028814136e-39,1.6689306141557829e-37,True,72.0,-1.2401345479325552,-1.754328484691739
ACOT13,72,-1.0622704579907762,0.5436216177599598,0,0,tested,-1.1900152753448443,-0.9345256406367082,-16.580767646317295,4.065321758122596e-26,3.4390702528873526e-25,72,-0.7808939236540651,0.5084088541498161,0,0,tested,-0.9003641472301204,-0.6614237000780098,-13.03302373975839,1.6413807413236744e-20,8.170380836719809e-20,True,72.0,-1.0622704579907762,-0.780893923654065
ACOT2,72,-1.3142993057221877,0.6177300903912932,0,0,tested,-1.4594587603743236,-1.1691398510700517,-18.053514945265082,3.031378446202318e-28,3.401993283081416e-27,72,-1.5602730789511796,0.7277800149446826,0,0,tested,-1.7312929980378062,-1.389253159864553,-18.19142573811485,1.9414708765535092e-28,2.165223971710556e-27,True,72.0,-1.3142993057221872,-1.5602730789511794
ACOT4,72,-0.793733944199327,0.7242575362807424,0,0,tested,-0.9639261213808159,-0.623541767017838,-9.299255465675637,6.587627687166205e-14,1.949665739980488e-13,72,-0.7010215819856903,0.8483027963045483,0,0,tested,-0.9003629662032687,-0.5016801977681119,-7.012077996766284,1.1159060375011877e-09,2.5040067622238713e-09,True,72.0,-0.7937339441993267,-0.7010215819856904
ACOT7,0,,,72,72,insufficient_pairs,,,,,,72,-0.6493822809066023,1.206553283132993,0,0,tested,-0.9329084022865527,-0.36585615952665196,-4.566886062942309,2.0306906670085264e-05,3.400579747526828e-05,False,0.0,,
ACOT8,72,-0.737657845910553,0.4744259732317786,0,0,tested,-0.8491424839723166,-0.6261732078487893,-13.193279317799576,8.851322754129767e-21,4.263337551233027e-20,72,-0.5317679710847494,0.36079578519460276,0,0,tested,-0.6165508240399338,-0.44698511812956504,-12.506246041727755,1.2781597725771824e-19,5.870581660762107e-19,True,72.0,-0.7376578459105526,-0.5317679710847492
ACOT9,72,-0.8336139455380277,0.611546265397211,0,0,tested,-0.9773202725576137,-0.6899076185184417,-11.566498375695272,5.4049970703341666e-18,2.1316169656707033e-17,72,0.07106811826647112,0.30419698991751104,0,0,tested,-0.0004146698477949101,0.14255090638073714,1.9823765527469404,0.05130789584659448,0.0636993757849957,False,72.0,-0.8336139455380275,0.07106811826647112
ACOX1,72,-0.2973587626514961,0.6650588517079995,0,0,tested,-0.4536399309597409,-0.14107759434325123,-3.79390901077908,0.00030891474752530574,0.0004581436307348695,72,-1.146191549562821,0.6343156230027,0,0,tested,-1.2952484133041953,-0.9971346858214467,-15.332678960003562,3.1789536056794355e-24,2.237978630581061e-23,True,72.0,-0.2973587626514961,-1.146191549562821
ACOX2,72,-1.5482345113470541,0.6391711323127895,0,0,tested,-1.6984323638381662,-1.398036658855942,-20.553502494004363,1.3096988227277382e-31,2.6926656328744665e-30,72,-2.7741890145325003,1.0037949923466074,0,0,tested,-3.010069273464488,-2.5383087556005126,-23.45077884738208,3.6882257619633137e-35,1.0546107197553746e-33,True,72.0,-1.5482345113470544,-2.7741890145325
ACOX3,72,-0.5818130482924293,0.5429851750631195,0,0,tested,-0.7094083089449092,-0.4542177876399494,-9.0920482707301,1.5873121470345351e-13,4.586838355759646e-13,72,-0.3375416178818027,0.32932305427700614,0,0,tested,-0.4149287416544927,-0.2601544941091127,-8.69703947551051,8.530638990921344e-13,2.3508710204691213e-12,True,72.0,-0.5818130482924294,-0.33754161788180276
ACP1,72,0.35929687050065867,0.2347729633809906,0,0,tested,0.3041279288195706,0.4144658121817467,12.985886446106427,1.9695328346945465e-20,9.242433550276138e-20,72,0.2815876224014641,0.3072381922540592,0,0,tested,0.20939018677443003,0.35378505802849824,7.776865857886192,4.333808934631268e-11,1.0660721460803824e-10,True,72.0,0.3592968705006586,0.281587622401464
ACP2,72,-0.315390954010172,0.34041165041327426,0,0,tested,-0.3953837701281691,-0.23539813789217484,-7.861602223122644,3.019046733576295e-11,7.491985129352206e-11,72,-0.1717746715154257,0.4140389430501414,0,0,tested,-0.2690690531762489,-0.07448028985460246,-3.52033654138489,0.0007571147068180273,0.0011216623412656633,True,72.0,-0.31539095401017203,-0.1717746715154257
