gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q
TM2D3,40,0.011674100262270544,0.6613700586429987,32,32,tested,-0.19984230597419883,0.2231905064987399,0.1116371870165694,0.9116836796473284,0.9188269570971017
TM4SF18,42,0.2285204557989195,0.5333699079040434,30,30,tested,0.06231069189378624,0.39473021970405275,2.776650494090511,0.0082414608241682,0.010808702803775104
TM6SF1,36,1.2253231689891493,0.5789043868365195,36,36,tested,1.0294501047531956,1.421196233225103,12.69974659219685,1.155208012419214e-14,3.6151596970062305e-14
TM7SF2,66,-0.4364177425896977,0.5491099103867417,6,5,tested,-0.5714058068117105,-0.3014296783676848,-6.456766549279968,1.5629774680612585e-08,3.202890714268506e-08
TM7SF3,68,-0.40710429290517214,0.5905168292169106,4,4,tested,-0.5500398166746986,-0.2641687691356457,-5.684965837523491,3.103161575916756e-07,5.790221329955889e-07
TM9SF1,72,-0.23408059621570493,0.39639383313518084,0,0,tested,-0.32722858032786706,-0.1409326121035428,-5.010773521449866,3.823957551610776e-06,6.568355780741469e-06
TM9SF2,72,0.2521302879219196,0.3121667250674915,0,0,tested,0.17877470386313304,0.32548587198070617,6.853377583798297,2.1783066710528975e-09,4.7417988350344365e-09
TM9SF3,72,-0.15062077487429035,0.3259042305003484,0,0,tested,-0.22720451444619288,-0.07403703530238782,-3.9215804399103384,0.00020071888521061394,0.0003022834847370294
TM9SF4,72,0.1179897803067547,0.3754388194473394,0,0,tested,0.029765982997971882,0.2062135776155375,2.6666834470158873,0.009480319737537686,0.012362366509840864
TMA16,72,0.11905006639200562,0.2600959224691873,0,0,tested,0.05793052105958413,0.1801696117244271,3.8838490867830595,0.00022818246455793677,0.00034215433670748465
TMA7,45,0.3916717203185529,0.5729096058030223,24,25,tested,0.21955061991059682,0.563792820726509,4.586087836329745,3.732843700394731e-05,5.9569939312963794e-05
TMBIM1,68,0.43095187233322746,0.4237988464424159,4,4,tested,0.3283706975181116,0.5335330471483434,8.385393703184732,4.861610457199027e-12,1.2732064139148483e-11
TMBIM6,72,0.12324952925329168,0.64018581318416,0,0,tested,-0.027186761552911706,0.27368582005949504,1.6335990479935611,0.10677010340355232,0.1245754677808862
TMC4,69,-0.6118204543803484,0.5992261983650938,3,3,tested,-0.7557703047009219,-0.4678706040597749,-8.481208598761473,2.9318588784365608e-12,7.804547659154687e-12
TMC6,15,-0.31884067951692624,0.5254719692307828,57,57,insufficient_pairs,,,,,
TMC8,7,0.14000283599957225,0.32235734693992923,65,65,insufficient_pairs,,,,,
TMCC1,31,0.45187735867083184,0.4848425327789897,41,41,tested,0.2740356818663622,0.6297190354753015,5.18920367723614,1.3652771346690755e-05,2.251450606859769e-05
TMCC3,72,-0.1373398329848032,0.3325956891595874,0,0,tested,-0.21549598825234906,-0.05918367771725734,-3.503855175368239,0.0007981344913068223,0.0011424858540849407
TMCO1,72,0.1432523709298517,0.5174633140991486,0,0,tested,0.021654453578053415,0.26485028828165,2.3490296640307964,0.021609405458299598,0.027243926233113832
TMCO3,72,-0.09328478832407754,0.396879105264516,0,0,tested,-0.18654680579603203,-2.2770852123044083e-05,-1.9944302090142136,0.049945583035690085,0.06033763210079213
TMCO4,72,0.06610036347447733,0.2571011410481127,0,0,tested,0.005684557274482041,0.1265161696744726,2.1815546237323833,0.032454753955819975,0.040120570039273266
TMCO6,56,0.45322326098321286,0.2911139224214709,16,16,tested,0.3752624434543527,0.5311840785120729,11.65046417711652,1.773626092927314e-16,6.252561697238138e-16
TMED1,72,0.12082699818611041,0.33234169634170857,0,0,tested,0.04273052830462937,0.19892346806759145,3.0849306256161517,0.002900871861029708,0.0039565589154038966
TMED10,72,0.45211902197834153,0.32191217339954314,0,0,tested,0.3764733698344385,0.5277646741222446,11.917403046980342,1.3192013288852615e-18,5.422182274766828e-18
