gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q
C12orf65,72,0.43713395081440276,0.24706244545752803,0,0,tested,0.3790771224269097,0.4951907792018958,15.01322697597281,1.0012486001544185e-23,6.739377745818147e-23
C12orf66,72,-0.08313651882075292,0.3535210459317122,0,0,tested,-0.1662098918581486,-6.314578335722687e-05,-1.9954590053035612,0.049830755491601215,0.06196663499266217
C12orf71,72,-0.06715509111295456,0.21728773440308816,0,0,tested,-0.11821520542367395,-0.016094976802235185,-2.622466681662584,0.01067519925971207,0.01430204424176883
C12orf73,72,-0.06323477240344055,0.42871410964046175,0,0,tested,-0.1639776491470123,0.037508104340131174,-1.2515679433296836,0.21483522203176747,0.24524774851017941
C12orf74,72,-0.3177988418244462,0.32772263473723157,0,0,tested,-0.394809885443001,-0.24078779820589136,-8.228337952456991,6.306988350430368e-12,1.6379047184298476e-11
C12orf75,72,-0.0749310512305396,0.8754213755616805,0,0,tested,-0.2806449891526211,0.13078288669154187,-0.7262914421648318,0.47004775350190126,0.5048267739530445
C12orf76,72,0.24308852040548862,0.3488531772444352,0,0,tested,0.16111204273319274,0.3250649980777845,5.912729563711629,1.0746955599386712e-07,2.096146894269549e-07
C14orf1,72,-0.48226675434594324,0.31617882718345436,0,0,tested,-0.5565651361803617,-0.4079683725115247,-12.942577921866183,2.3291308335600734e-20,1.1441080547699507e-19
C14orf105,72,-1.028592271922674,0.9857349744020587,0,0,tested,-1.2602286346990161,-0.7969559091463322,-8.854200239699816,4.366337909013934e-13,1.2261987201284884e-12
C14orf119,72,-0.019402315838989173,0.2907761466926843,0,0,tested,-0.08773136041090385,0.0489267287329255,-0.5661884961274606,0.5730509599562815,0.6055328704400497
C14orf132,72,-0.7922777025080486,0.8002150885580397,0,0,tested,-0.9803190294019943,-0.6042363756141029,-8.401115310672466,3.0156984563635276e-12,7.975452871731917e-12
C14orf159,72,-0.6685520204895062,0.3433292455455357,0,0,tested,-0.7492304378512868,-0.5878736031277256,-16.523066650367195,4.951816536861932e-26,4.252881275900165e-25
C14orf166,72,0.14824431395976945,0.30104498884699266,0,0,tested,0.07750220978429224,0.21898641813524666,4.178427685833151,8.238800682833245e-05,0.0001317362890885252
C14orf177,72,-9.386715892531806e-05,0.004601078729800594,0,0,tested,-0.0011750676534751795,0.0009873333356245433,-0.17310924286579465,0.8630581244987725,0.878441828355859
C14orf178,72,-0.02074883563667259,0.11098383385058845,0,0,tested,-0.04682875799685711,0.005331086723511926,-1.5863545388242317,0.11710292875932674,0.13913472821535855
C14orf180,72,0.43499215860178925,0.985483376381959,0,0,tested,0.2034149184616234,0.6665693987419551,3.7454014443902723,0.0003631414705085332,0.0005520574881451677
C14orf2,72,-0.3700883718014657,0.31425882588662146,0,0,tested,-0.4439355754505977,-0.2962411681523337,-9.992731180133081,3.537478419264791e-15,1.1498316605524786e-14
C14orf28,72,0.01917573598153233,0.25040118824568797,0,0,tested,-0.03966565849702816,0.07801713046009282,0.6498032876815416,0.5179162013201626,0.5523994036405032
C14orf37,72,-2.8743570506551954,0.556694504705978,0,0,tested,-3.0051738458347423,-2.7435402554756485,-43.81169229920356,3.883639600967528e-53,1.5384876460916155e-50
C14orf39,72,0.022862401159035893,0.04896007230856542,0,0,tested,0.011357348213438485,0.0343674541046333,3.962287994644136,0.00017465173841515016,0.00027212412372698135
