gene,n,finite_fraction,mean_difference,sd_difference,ci_low,ci_high,p_value,q_value,status,absolute_effect_rank
ACP1.1,36,0.972972972972973,0.20302315945969493,0.5992054872036138,0.00028119108916735414,0.4057651278302225,0.049700048211174956,0.06176798676560195,tested,5018.0
ACP2,37,1.0,-0.34982026272409217,0.39335008688467704,-0.48096971127191196,-0.21867081417627238,4.277087430630406e-06,8.278795129609406e-06,tested,3650.0
ACP5,37,1.0,0.15663285051593243,0.7644053581501143,-0.09823258496006895,0.41149828599193383,0.2206646047871336,0.25130469777686937,tested,5611.0
ACP6,37,1.0,-1.2231646350454475,0.4958294485768117,-1.3884824039307595,-1.0578468661601355,4.5714309131247245e-17,5.670116839637983e-16,tested,673.0
ACPP,37,1.0,-1.5742631696000517,0.6496422406583846,-1.790864676645597,-1.3576616625545066,7.96163440378303e-17,9.132728712538067e-16,tested,308.0
ACSF2,37,1.0,-2.3489963757235275,0.7232069861516915,-2.5901255900855236,-2.1078671613615314,6.557647360148526e-21,5.099201365530879e-19,tested,37.0
ACSF3,37,1.0,-1.2446775853121754,0.47473463160545637,-1.402961992046937,-1.086393178577414,6.7461083788524895e-18,1.1389515336070998e-16,tested,651.0
ACSL1,37,1.0,-0.8716004016329185,0.5855576804686347,-1.066835052512548,-0.6763657507532889,8.240697687795142e-11,2.7825687766680296e-10,tested,1392.0
ACSL1.1,34,0.918918918918919,-0.9236848754232557,0.7234724026226407,-1.1761163303490625,-0.671253420497449,1.4823404114037319e-08,3.775649419534482e-08,tested,1254.0
ACSL3,37,1.0,0.2542290435724666,0.2927441711773084,0.15662327737176218,0.35183480977317105,6.322012850612773e-06,1.200707325573168e-05,tested,4477.0
ACSL4,37,1.0,-0.5858556785903836,0.26804334594272405,-0.6752257796261237,-0.4964855775546434,1.863453652734023e-15,1.4284677627755585e-14,tested,2330.0
ACSL5,37,1.0,0.7487846046105918,0.4792757029174319,0.5889861293189915,0.9085830799021921,2.380270213928206e-11,8.604937514545106e-11,tested,1738.0
ACSM2A,37,1.0,-1.8824006634053374,0.7986522110593277,-2.148684568136332,-1.6161167586743428,1.87613430935584e-16,1.8918077505936008e-15,tested,133.0
ACSM2B,37,1.0,-2.056585425012,0.7674573524307078,-2.312468446044016,-1.800702403979984,3.3728389795186634e-18,6.34329042496917e-17,tested,82.0
ACSM3,37,1.0,-2.0264702707483098,0.6866209531808171,-2.2554010943925498,-1.7975394471040695,1.5125141300248008e-19,5.285615091791522e-18,tested,91.0
ACSM4,11,0.2972972972972973,-2.246855773916417,0.6858187873223798,,,,,insufficient_pairs,
ACSM5,37,1.0,-0.46038539873118184,0.734660567413977,-0.7053334272145709,-0.21543737024779272,0.0005200612030612825,0.00080739776332436,tested,2939.0
ACSS1,37,1.0,-1.0898850560438833,0.47710377423611144,-1.2489593742592864,-0.9308107378284803,4.891761917496817e-16,4.395519847421862e-15,tested,887.0
ACSS2,37,1.0,-0.3221284950640563,0.2937126394781685,-0.420057164672765,-0.22419982545534756,8.896779408011984e-08,2.0836448037240925e-07,tested,3872.0
ACSS3,37,1.0,-1.4578367396813459,0.5803554085112557,-1.6513368667330806,-1.2643366126296112,2.596684000902633e-17,3.511602594531704e-16,tested,396.0
ACTA1,34,0.918918918918919,0.3484038671366078,0.530423523466156,0.16333035048268538,0.5334773837905302,0.0005436492225089439,0.0008414337344363309,tested,3659.0
ACTA2,37,1.0,-0.48954110765606773,0.9844357296359831,-0.8177683214722984,-0.16131389383983707,0.00456948839521575,0.006385938991835892,tested,2785.0
ACTB,37,1.0,0.015397239311897964,0.25406442406949964,-0.06931205712230681,0.10010653574610273,0.7145568234764003,0.741609475289226,tested,7839.0
ACTBL2,37,1.0,-0.02462259857600541,0.2695988320505617,-0.11451132450104551,0.0652661273490347,0.581960348674498,0.6156067154650967,tested,7668.0
ACTG1,37,1.0,-0.13880275170286419,0.2275115000751274,-0.21465886250089783,-0.06294664090483056,0.0006940861423358973,0.0010648974830336562,tested,5854.0
ACTL6A,37,1.0,0.17850726051709476,0.21059362299566783,0.1082918507727803,0.2487226702614092,9.320282965463619e-06,1.7391123290656272e-05,tested,5322.0
ACTL8,11,0.2972972972972973,0.6500722977218465,0.5679018753549965,,,,,insufficient_pairs,
ACTN1,36,0.972972972972973,0.4846837840131612,0.7425511121907696,0.23344063401489606,0.7359269340114263,0.00039737824595033203,0.0006245954162708403,tested,2807.0
ACTN1.1,37,1.0,-0.005959605563283967,0.6149667602133058,-0.2109997318181949,0.199080520691627,0.9533197882175797,0.9596088034995727,tested,7974.0
ACTN2,12,0.32432432432432434,0.6295949559610005,0.569680081866216,,,,,insufficient_pairs,
ACTN4,37,1.0,-1.3176926321088192,0.4837114478267324,-1.4789700583861964,-1.1564152058314419,1.9977805108698517e-18,4.149037212028492e-17,tested,569.0
ACTN4.1,37,1.0,-0.4722940699558347,0.2836282222450312,-0.5668604274584834,-0.377727712453186,4.406809787200454e-12,1.7521077064449392e-11,tested,2869.0
